2025-12-30T04:30:19.000000000Z [inf]  Starting Container
2025-12-30T04:30:19.276823601Z [inf]  🌐 Starting Gunicorn on 0.0.0.0:8080...
2025-12-30T04:30:19.276828005Z [inf]  🚀 START.SH SCRIPT IS EXECUTING
2025-12-30T04:30:19.276837137Z [inf]  =========================================
2025-12-30T04:30:19.276840831Z [inf]  =========================================
2025-12-30T04:30:19.276849349Z [inf]  📍 Working directory: /app/backend
2025-12-30T04:30:19.276858725Z [inf]  🔍 Python path: /app/backend
2025-12-30T04:30:19.276874607Z [inf]  =========================================
2025-12-30T04:30:19.843523858Z [err]  [2025-12-30 04:30:19 +0000] [1] [INFO] Listening at: http://0.0.0.0:8080 (1)
2025-12-30T04:30:19.843533681Z [err]  [2025-12-30 04:30:19 +0000] [1] [INFO] Using worker: uvicorn.workers.UvicornWorker
2025-12-30T04:30:19.843540881Z [err]  [2025-12-30 04:30:19 +0000] [3] [INFO] Booting worker with pid: 3
2025-12-30T04:30:19.843548713Z [err]  [2025-12-30 04:30:19 +0000] [4] [INFO] Booting worker with pid: 4
2025-12-30T04:30:19.843588677Z [err]  [2025-12-30 04:30:19 +0000] [1] [INFO] Starting gunicorn 22.0.0
2025-12-30T04:30:19.873078475Z [err]  [2025-12-30 04:30:19 +0000] [5] [INFO] Booting worker with pid: 5
2025-12-30T04:30:19.896758409Z [err]  [2025-12-30 04:30:19 +0000] [6] [INFO] Booting worker with pid: 6
2025-12-30T04:30:39.897891297Z [err]  2025-12-30 04:30:34,181 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2025-12-30T04:30:39.897901322Z [err]  2025-12-30 04:30:34,181 - server - INFO - 🔥 Pre-warming connection libraries...
2025-12-30T04:30:39.897907838Z [err]  2025-12-30 04:30:34,203 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2025-12-30T04:30:39.897914358Z [err]  2025-12-30 04:30:34,214 - server - INFO - ✅ CORS configured for origins: ['https://app.li-ai.org', 'https://li-ai.org']
2025-12-30T04:30:39.897920591Z [err]  2025-12-30 04:30:34,215 - server - INFO - ✅ CORS configured for origins: ['https://app.li-ai.org', 'https://li-ai.org']
2025-12-30T04:30:39.897941544Z [err]  2025-12-30 04:30:33,941 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2025-12-30T04:30:39.897945518Z [err]  2025-12-30 04:30:33,941 - server - INFO - 🔥 Pre-warming connection libraries...
2025-12-30T04:30:39.897949192Z [err]  2025-12-30 04:30:33,941 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2025-12-30T04:30:39.897952856Z [err]  2025-12-30 04:30:33,941 - server - INFO - 🔥 Pre-warming connection libraries...
2025-12-30T04:30:39.897956316Z [err]  2025-12-30 04:30:33,945 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2025-12-30T04:30:39.897960298Z [err]  2025-12-30 04:30:33,945 - server - INFO - 🔥 Pre-warming connection libraries...
2025-12-30T04:30:39.897964485Z [err]  2025-12-30 04:30:34,106 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
