2026-01-02T19:12:28.000000000Z [inf]  Starting Container
2026-01-02T19:12:28.906452011Z [inf]  =========================================
2026-01-02T19:12:28.906510592Z [inf]  =========================================
2026-01-02T19:12:28.906516661Z [inf]  🚀 START.SH SCRIPT IS EXECUTING
2026-01-02T19:12:28.906522773Z [inf]  =========================================
2026-01-02T19:12:28.906532277Z [inf]  📍 Working directory: /app/backend
2026-01-02T19:12:28.906542278Z [inf]  🔍 Python path: /app/backend
2026-01-02T19:12:28.906547423Z [inf]  🌐 Starting Gunicorn on 0.0.0.0:8080...
2026-01-02T19:12:30.924756694Z [err]  [2026-01-02 19:12:30 +0000] [1] [INFO] Starting gunicorn 22.0.0
2026-01-02T19:12:30.924763653Z [err]  [2026-01-02 19:12:30 +0000] [1] [INFO] Listening at: http://0.0.0.0:8080 (1)
2026-01-02T19:12:30.924770241Z [err]  [2026-01-02 19:12:30 +0000] [1] [INFO] Using worker: uvicorn.workers.UvicornWorker
2026-01-02T19:12:30.924776588Z [err]  [2026-01-02 19:12:30 +0000] [3] [INFO] Booting worker with pid: 3
2026-01-02T19:12:30.924782402Z [err]  [2026-01-02 19:12:30 +0000] [4] [INFO] Booting worker with pid: 4
2026-01-02T19:12:30.924790791Z [err]  [2026-01-02 19:12:30 +0000] [5] [INFO] Booting worker with pid: 5
2026-01-02T19:12:30.924796953Z [err]  [2026-01-02 19:12:30 +0000] [6] [INFO] Booting worker with pid: 6
2026-01-02T19:12:50.453780697Z [err]  2026-01-02 19:12:47,702 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2026-01-02T19:12:50.453792369Z [err]  2026-01-02 19:12:47,702 - server - INFO - 🔥 Pre-warming connection libraries...
2026-01-02T19:12:50.453800705Z [err]  2026-01-02 19:12:47,704 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2026-01-02T19:12:50.453806554Z [err]  2026-01-02 19:12:47,704 - server - INFO - 🔥 Pre-warming connection libraries...
2026-01-02T19:12:50.453812297Z [err]  2026-01-02 19:12:47,733 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2026-01-02T19:12:50.453818646Z [err]  2026-01-02 19:12:47,745 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2026-01-02T19:12:50.453823932Z [err]  2026-01-02 19:12:47,856 - server - INFO - ✅ CORS configured for origins: ['https://app.li-ai.org', 'https://li-ai.org']
2026-01-02T19:12:50.453829648Z [err]  2026-01-02 19:12:47,888 - server - INFO - ✅ CORS configured for origins: ['https://app.li-ai.org', 'https://li-ai.org']
2026-01-02T19:12:50.453835251Z [err]  2026-01-02 19:12:47,928 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2026-01-02T19:12:50.453843417Z [err]  2026-01-02 19:12:47,928 - server - INFO - 🔥 Pre-warming connection libraries...
2026-01-02T19:12:50.453849202Z [err]  2026-01-02 19:12:47,959 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2026-01-02T19:12:50.453854440Z [err]  2026-01-02 19:12:47,976 - server - INFO - ✅ QC enhanced router loaded
2026-01-02T19:12:50.453860131Z [err]  2026-01-02 19:12:48,009 - server - INFO - ✅ QC enhanced router loaded
2026-01-02T19:12:50.453865383Z [err]  2026-01-02 19:12:48,024 - server - INFO - ✅ QC agent router loaded
2026-01-02T19:12:50.453870827Z [err]  2026-01-02 19:12:48,049 - server - INFO - ✅ QC agent router loaded
2026-01-02T19:12:50.455324502Z [err]  2026-01-02 19:12:48,229 - server - INFO - ✅ QC agents orchestrator loaded
2026-01-02T19:12:50.455332552Z [err]  2026-01-02 19:12:48,233 - server - INFO - ✅ Director Studio router loaded
2026-01-02T19:12:50.455343670Z [err]  2026-01-02 19:12:48,055 - server - INFO - ✅ QC learning router loaded
2026-01-02T19:12:50.455348566Z [err]  2026-01-02 19:12:48,071 - server - INFO - ✅ QC learning router loaded
2026-01-02T19:12:50.455363576Z [err]  2026-01-02 19:12:48,082 - server - INFO - ✅ CORS configured for origins: ['https://app.li-ai.org', 'https://li-ai.org']
2026-01-02T19:12:50.455368896Z [err]  2026-01-02 19:12:48,141 - server - INFO - ✅ QC enhanced router loaded
2026-01-02T19:12:50.455373199Z [err]  2026-01-02 19:12:48,175 - server - INFO - ✅ CRM router loaded
2026-01-02T19:12:50.455378598Z [err]  2026-01-02 19:12:48,186 - server - INFO - ✅ QC agent router loaded
2026-01-02T19:12:50.455383469Z [err]  2026-01-02 19:12:48,192 - server - INFO - ✅ QC test router loaded
2026-01-02T19:12:50.455388909Z [err]  2026-01-02 19:12:48,192 - server - INFO - ✅ CRM router loaded
2026-01-02T19:12:50.455393919Z [err]  2026-01-02 19:12:48,197 - server - INFO - ✅ QC test router loaded
2026-01-02T19:12:50.455399437Z [err]  2026-01-02 19:12:48,206 - server - INFO - ✅ QC learning router loaded
2026-01-02T19:12:50.455405031Z [err]  2026-01-02 19:12:48,214 - server - INFO - ✅ Agent test router loaded
2026-01-02T19:12:50.455410143Z [err]  2026-01-02 19:12:48,219 - server - INFO - ✅ Agent test router loaded
