2025-12-17T04:56:00.000000000Z [inf]  Starting Container
2025-12-17T04:56:01.255592905Z [inf]  🔍 Python path: /app/backend
2025-12-17T04:56:01.255600832Z [inf]  🌐 Starting Gunicorn on 0.0.0.0:8080...
2025-12-17T04:56:01.255607568Z [inf]  =========================================
2025-12-17T04:56:01.255716192Z [inf]  =========================================
2025-12-17T04:56:01.255723199Z [inf]  🚀 START.SH SCRIPT IS EXECUTING
2025-12-17T04:56:01.255731018Z [inf]  =========================================
2025-12-17T04:56:01.255738922Z [inf]  📍 Working directory: /app/backend
2025-12-17T04:56:02.417937419Z [err]  [2025-12-17 04:56:01 +0000] [1] [INFO] Starting gunicorn 22.0.0
2025-12-17T04:56:02.417944010Z [err]  [2025-12-17 04:56:01 +0000] [1] [INFO] Listening at: http://0.0.0.0:8080 (1)
2025-12-17T04:56:02.417950008Z [err]  [2025-12-17 04:56:01 +0000] [1] [INFO] Using worker: uvicorn.workers.UvicornWorker
2025-12-17T04:56:02.417956405Z [err]  [2025-12-17 04:56:01 +0000] [3] [INFO] Booting worker with pid: 3
2025-12-17T04:56:02.417962586Z [err]  [2025-12-17 04:56:01 +0000] [4] [INFO] Booting worker with pid: 4
2025-12-17T04:56:02.417970094Z [err]  [2025-12-17 04:56:01 +0000] [5] [INFO] Booting worker with pid: 5
2025-12-17T04:56:02.417977294Z [err]  [2025-12-17 04:56:01 +0000] [6] [INFO] Booting worker with pid: 6
2025-12-17T04:56:21.703837707Z [err]  2025-12-17 04:56:19,228 - server - INFO - ✅ CRM router loaded
2025-12-17T04:56:21.703849882Z [err]  2025-12-17 04:56:19,233 - server - INFO - ✅ CRM router loaded
2025-12-17T04:56:21.703861063Z [err]  2025-12-17 04:56:19,253 - server - INFO - ✅ QC test router loaded
2025-12-17T04:56:21.703875529Z [err]  2025-12-17 04:56:18,804 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2025-12-17T04:56:21.703879010Z [err]  2025-12-17 04:56:18,938 - server - INFO - ✅ QC enhanced router loaded
2025-12-17T04:56:21.703887960Z [err]  2025-12-17 04:56:18,939 - server - INFO - ✅ QC enhanced router loaded
2025-12-17T04:56:21.703892706Z [err]  2025-12-17 04:56:19,010 - server - INFO - ✅ QC agent router loaded
2025-12-17T04:56:21.703903634Z [err]  2025-12-17 04:56:18,942 - server - INFO - ✅ QC enhanced router loaded
