2025-12-29T14:22:35.000000000Z [inf]  Starting Container
2025-12-29T14:22:36.336001095Z [inf]  =========================================
2025-12-29T14:22:36.338243923Z [inf]  🚀 START.SH SCRIPT IS EXECUTING
2025-12-29T14:22:36.338260451Z [inf]  =========================================
2025-12-29T14:22:36.338265886Z [inf]  📍 Working directory: /app/backend
2025-12-29T14:22:36.338272450Z [inf]  🔍 Python path: /app/backend
2025-12-29T14:22:36.338278750Z [inf]  🌐 Starting Gunicorn on 0.0.0.0:8080...
2025-12-29T14:22:36.338284549Z [inf]  =========================================
2025-12-29T14:22:36.338291254Z [err]  [2025-12-29 14:22:36 +0000] [1] [INFO] Starting gunicorn 22.0.0
2025-12-29T14:22:36.338296978Z [err]  [2025-12-29 14:22:36 +0000] [1] [INFO] Listening at: http://0.0.0.0:8080 (1)
2025-12-29T14:22:36.338303119Z [err]  [2025-12-29 14:22:36 +0000] [1] [INFO] Using worker: uvicorn.workers.UvicornWorker
2025-12-29T14:22:36.338309738Z [err]  [2025-12-29 14:22:36 +0000] [3] [INFO] Booting worker with pid: 3
2025-12-29T14:22:36.338315533Z [err]  [2025-12-29 14:22:36 +0000] [4] [INFO] Booting worker with pid: 4
2025-12-29T14:22:36.338321616Z [err]  [2025-12-29 14:22:36 +0000] [5] [INFO] Booting worker with pid: 5
2025-12-29T14:22:36.338327130Z [err]  [2025-12-29 14:22:36 +0000] [6] [INFO] Booting worker with pid: 6
2025-12-29T14:22:56.333995361Z [err]  2025-12-29 14:22:49,607 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2025-12-29T14:22:56.334007670Z [err]  2025-12-29 14:22:49,607 - server - INFO - 🔥 Pre-warming connection libraries...
2025-12-29T14:22:56.334015038Z [err]  2025-12-29 14:22:49,613 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2025-12-29T14:22:56.334021552Z [err]  2025-12-29 14:22:49,613 - server - INFO - 🔥 Pre-warming connection libraries...
2025-12-29T14:22:56.334028368Z [err]  2025-12-29 14:22:49,642 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2025-12-29T14:22:56.334034894Z [err]  2025-12-29 14:22:49,645 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2025-12-29T14:22:56.334040791Z [err]  2025-12-29 14:22:49,728 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2025-12-29T14:22:56.334046580Z [err]  2025-12-29 14:22:49,728 - server - INFO - 🔥 Pre-warming connection libraries...
2025-12-29T14:22:56.334052306Z [err]  2025-12-29 14:22:49,755 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2025-12-29T14:22:56.334059116Z [err]  2025-12-29 14:22:49,771 - server - INFO - ✅ CORS configured for origins: ['https://app.li-ai.org', 'https://li-ai.org']
2025-12-29T14:22:56.334065471Z [err]  2025-12-29 14:22:49,772 - server - INFO - ✅ CORS configured for origins: ['https://app.li-ai.org', 'https://li-ai.org']
2025-12-29T14:22:56.334072334Z [err]  2025-12-29 14:22:49,880 - server - INFO - ✅ CORS configured for origins: ['https://app.li-ai.org', 'https://li-ai.org']
2025-12-29T14:22:56.334078484Z [err]  2025-12-29 14:22:49,881 - server - INFO - ✅ QC enhanced router loaded
2025-12-29T14:22:56.334082724Z [err]  2025-12-29 14:22:49,885 - server - INFO - ✅ QC enhanced router loaded
