2025-12-30T06:40:48.000000000Z [inf]  Starting Container
2025-12-30T06:40:48.756418441Z [inf]  =========================================
2025-12-30T06:40:48.756439424Z [inf]  =========================================
2025-12-30T06:40:48.756451690Z [inf]  🚀 START.SH SCRIPT IS EXECUTING
2025-12-30T06:40:48.756461820Z [inf]  =========================================
2025-12-30T06:40:48.756469155Z [inf]  📍 Working directory: /app/backend
2025-12-30T06:40:48.756478361Z [inf]  🔍 Python path: /app/backend
2025-12-30T06:40:48.756486323Z [inf]  🌐 Starting Gunicorn on 0.0.0.0:8080...
2025-12-30T06:40:49.760854714Z [err]  [2025-12-30 06:40:49 +0000] [3] [INFO] Booting worker with pid: 3
2025-12-30T06:40:49.760864022Z [err]  [2025-12-30 06:40:49 +0000] [4] [INFO] Booting worker with pid: 4
2025-12-30T06:40:49.760871644Z [err]  [2025-12-30 06:40:49 +0000] [5] [INFO] Booting worker with pid: 5
2025-12-30T06:40:49.760878947Z [err]  [2025-12-30 06:40:49 +0000] [6] [INFO] Booting worker with pid: 6
2025-12-30T06:40:49.760911642Z [err]  [2025-12-30 06:40:49 +0000] [1] [INFO] Starting gunicorn 22.0.0
2025-12-30T06:40:49.760919450Z [err]  [2025-12-30 06:40:49 +0000] [1] [INFO] Listening at: http://0.0.0.0:8080 (1)
2025-12-30T06:40:49.760926882Z [err]  [2025-12-30 06:40:49 +0000] [1] [INFO] Using worker: uvicorn.workers.UvicornWorker
2025-12-30T06:41:09.177455730Z [err]  2025-12-30 06:41:03,113 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2025-12-30T06:41:09.177492990Z [err]  2025-12-30 06:41:02,893 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2025-12-30T06:41:09.177501903Z [err]  2025-12-30 06:41:02,893 - server - INFO - 🔥 Pre-warming connection libraries...
2025-12-30T06:41:09.177509631Z [err]  2025-12-30 06:41:02,901 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2025-12-30T06:41:09.177518217Z [err]  2025-12-30 06:41:02,901 - server - INFO - 🔥 Pre-warming connection libraries...
2025-12-30T06:41:09.177525295Z [err]  2025-12-30 06:41:02,929 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2025-12-30T06:41:09.177533761Z [err]  2025-12-30 06:41:02,930 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2025-12-30T06:41:09.177541523Z [err]  2025-12-30 06:41:02,981 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2025-12-30T06:41:09.177547721Z [err]  2025-12-30 06:41:02,981 - server - INFO - 🔥 Pre-warming connection libraries...
2025-12-30T06:41:09.177554845Z [err]  2025-12-30 06:41:03,005 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2025-12-30T06:41:09.177561210Z [err]  2025-12-30 06:41:03,079 - server - INFO - ✅ CORS configured for origins: ['https://app.li-ai.org', 'https://li-ai.org']
2025-12-30T06:41:09.177567336Z [err]  2025-12-30 06:41:03,083 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2025-12-30T06:41:09.177577226Z [err]  2025-12-30 06:41:03,083 - server - INFO - 🔥 Pre-warming connection libraries...
2025-12-30T06:41:09.177583834Z [err]  2025-12-30 06:41:03,090 - server - INFO - ✅ CORS configured for origins: ['https://app.li-ai.org', 'https://li-ai.org']
2025-12-30T06:41:09.179537679Z [err]  2025-12-30 06:41:03,273 - server - INFO - ✅ QC learning router loaded
2025-12-30T06:41:09.179538737Z [err]  2025-12-30 06:41:03,132 - server - INFO - ✅ CORS configured for origins: ['https://app.li-ai.org', 'https://li-ai.org']
2025-12-30T06:41:09.179547454Z [err]  2025-12-30 06:41:03,197 - server - INFO - ✅ QC enhanced router loaded
2025-12-30T06:41:09.179553667Z [err]  2025-12-30 06:41:03,274 - server - INFO - ✅ QC agent router loaded
2025-12-30T06:41:09.179555315Z [err]  2025-12-30 06:41:03,205 - server - INFO - ✅ QC enhanced router loaded
2025-12-30T06:41:09.179563842Z [err]  2025-12-30 06:41:03,237 - server - INFO - ✅ QC enhanced router loaded
2025-12-30T06:41:09.179564227Z [err]  2025-12-30 06:41:03,292 - server - INFO - ✅ QC learning router loaded
2025-12-30T06:41:09.179570338Z [err]  2025-12-30 06:41:03,244 - server - INFO - ✅ QC agent router loaded
2025-12-30T06:41:09.179572306Z [err]  2025-12-30 06:41:03,310 - server - INFO - ✅ QC enhanced router loaded
