2025-12-30T04:43:38.000000000Z [inf]  Starting Container
2025-12-30T04:43:39.218250414Z [inf]  =========================================
2025-12-30T04:43:39.218258293Z [inf]  🚀 START.SH SCRIPT IS EXECUTING
2025-12-30T04:43:39.218263816Z [inf]  =========================================
2025-12-30T04:43:39.218268834Z [inf]  📍 Working directory: /app/backend
2025-12-30T04:43:39.218276548Z [inf]  🔍 Python path: /app/backend
2025-12-30T04:43:39.218283535Z [inf]  🌐 Starting Gunicorn on 0.0.0.0:8080...
2025-12-30T04:43:39.218290266Z [inf]  =========================================
2025-12-30T04:43:39.480311085Z [err]  [2025-12-30 04:43:39 +0000] [1] [INFO] Starting gunicorn 22.0.0
2025-12-30T04:43:39.480328034Z [err]  [2025-12-30 04:43:39 +0000] [1] [INFO] Listening at: http://0.0.0.0:8080 (1)
2025-12-30T04:43:39.480340470Z [err]  [2025-12-30 04:43:39 +0000] [1] [INFO] Using worker: uvicorn.workers.UvicornWorker
2025-12-30T04:43:39.481049572Z [err]  [2025-12-30 04:43:39 +0000] [3] [INFO] Booting worker with pid: 3
2025-12-30T04:43:39.524182404Z [err]  [2025-12-30 04:43:39 +0000] [4] [INFO] Booting worker with pid: 4
2025-12-30T04:43:39.565696966Z [err]  [2025-12-30 04:43:39 +0000] [5] [INFO] Booting worker with pid: 5
2025-12-30T04:43:39.565702509Z [err]  [2025-12-30 04:43:39 +0000] [6] [INFO] Booting worker with pid: 6
2025-12-30T04:43:59.566004829Z [err]  2025-12-30 04:43:53,019 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2025-12-30T04:43:59.566015096Z [err]  2025-12-30 04:43:53,020 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2025-12-30T04:43:59.566020739Z [err]  2025-12-30 04:43:53,185 - server - INFO - ✅ CORS configured for origins: ['https://app.li-ai.org', 'https://li-ai.org']
2025-12-30T04:43:59.566025975Z [err]  2025-12-30 04:43:53,199 - server - INFO - ✅ CORS configured for origins: ['https://app.li-ai.org', 'https://li-ai.org']
2025-12-30T04:43:59.566046019Z [err]  2025-12-30 04:43:52,900 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2025-12-30T04:43:59.566050282Z [err]  2025-12-30 04:43:52,900 - server - INFO - 🔥 Pre-warming connection libraries...
2025-12-30T04:43:59.566054035Z [err]  2025-12-30 04:43:52,903 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2025-12-30T04:43:59.566057829Z [err]  2025-12-30 04:43:52,903 - server - INFO - 🔥 Pre-warming connection libraries...
2025-12-30T04:43:59.566061460Z [err]  2025-12-30 04:43:52,908 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2025-12-30T04:43:59.566065866Z [err]  2025-12-30 04:43:52,908 - server - INFO - 🔥 Pre-warming connection libraries...
2025-12-30T04:43:59.566070869Z [err]  2025-12-30 04:43:52,932 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2025-12-30T04:43:59.566076731Z [err]  2025-12-30 04:43:52,953 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2025-12-30T04:43:59.566082528Z [err]  2025-12-30 04:43:52,953 - server - INFO - 🔥 Pre-warming connection libraries...
2025-12-30T04:43:59.566088338Z [err]  2025-12-30 04:43:52,975 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2025-12-30T04:43:59.566891289Z [err]  2025-12-30 04:43:53,339 - server - INFO - ✅ QC enhanced router loaded
