2026-01-06T23:32:06.000000000Z [inf]  Starting Container
2026-01-06T23:32:08.490650557Z [inf]  =========================================
2026-01-06T23:32:08.490658048Z [inf]  🚀 START.SH SCRIPT IS EXECUTING
2026-01-06T23:32:08.490666558Z [inf]  =========================================
2026-01-06T23:32:08.490677322Z [inf]  📍 Working directory: /app/backend
2026-01-06T23:32:08.490686865Z [inf]  🔍 Python path: /app/backend
2026-01-06T23:32:08.490694669Z [inf]  🌐 Starting Gunicorn on 0.0.0.0:8080...
2026-01-06T23:32:08.490701713Z [inf]  =========================================
2026-01-06T23:32:08.490708766Z [err]  [2026-01-06 23:32:07 +0000] [1] [INFO] Starting gunicorn 22.0.0
2026-01-06T23:32:08.490716455Z [err]  [2026-01-06 23:32:07 +0000] [1] [INFO] Listening at: http://0.0.0.0:8080 (1)
2026-01-06T23:32:08.490723927Z [err]  [2026-01-06 23:32:07 +0000] [1] [INFO] Using worker: uvicorn.workers.UvicornWorker
2026-01-06T23:32:08.490733493Z [err]  [2026-01-06 23:32:07 +0000] [3] [INFO] Booting worker with pid: 3
2026-01-06T23:32:08.490741278Z [err]  [2026-01-06 23:32:07 +0000] [4] [INFO] Booting worker with pid: 4
2026-01-06T23:32:08.490751045Z [err]  [2026-01-06 23:32:07 +0000] [5] [INFO] Booting worker with pid: 5
2026-01-06T23:32:08.490758026Z [err]  [2026-01-06 23:32:07 +0000] [6] [INFO] Booting worker with pid: 6
2026-01-06T23:32:28.296618109Z [err]  2026-01-06 23:32:24,628 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2026-01-06T23:32:28.296633416Z [err]  2026-01-06 23:32:24,708 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2026-01-06T23:32:28.296643008Z [err]  2026-01-06 23:32:24,708 - server - INFO - 🔥 Pre-warming connection libraries...
2026-01-06T23:32:28.296646340Z [err]  2026-01-06 23:32:24,562 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2026-01-06T23:32:28.296652740Z [err]  2026-01-06 23:32:24,744 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2026-01-06T23:32:28.296661749Z [err]  2026-01-06 23:32:24,764 - server - INFO - ✅ CORS configured for origins: ['https://app.li-ai.org', 'https://li-ai.org']
2026-01-06T23:32:28.296663001Z [err]  2026-01-06 23:32:24,597 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2026-01-06T23:32:28.296673270Z [err]  2026-01-06 23:32:24,777 - server - INFO - ✅ CORS configured for origins: ['https://app.li-ai.org', 'https://li-ai.org']
2026-01-06T23:32:28.296678078Z [err]  2026-01-06 23:32:24,597 - server - INFO - 🔥 Pre-warming connection libraries...
2026-01-06T23:32:28.296681300Z [err]  2026-01-06 23:32:24,883 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2026-01-06T23:32:28.296688377Z [err]  2026-01-06 23:32:24,883 - server - INFO - 🔥 Pre-warming connection libraries...
2026-01-06T23:32:28.296695539Z [err]  2026-01-06 23:32:24,912 - server - INFO - ✅ CORS configured for origins: ['https://app.li-ai.org', 'https://li-ai.org']
2026-01-06T23:32:28.297069894Z [err]  2026-01-06 23:32:24,521 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2026-01-06T23:32:28.297079742Z [err]  2026-01-06 23:32:24,522 - server - INFO - 🔥 Pre-warming connection libraries...
2026-01-06T23:32:29.732526638Z [err]  2026-01-06 23:32:24,915 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2026-01-06T23:32:29.732535981Z [err]  2026-01-06 23:32:24,917 - server - INFO - ✅ QC enhanced router loaded
2026-01-06T23:32:29.732543675Z [err]  2026-01-06 23:32:24,921 - server - INFO - ✅ QC enhanced router loaded
2026-01-06T23:32:29.732551665Z [err]  2026-01-06 23:32:24,977 - server - INFO - ✅ QC agent router loaded
2026-01-06T23:32:29.732559154Z [err]  2026-01-06 23:32:24,979 - server - INFO - ✅ QC agent router loaded
