2025-12-19T11:07:21.000000000Z [inf]  Starting Container
2025-12-19T11:07:22.079319269Z [inf]  =========================================
2025-12-19T11:07:22.079323375Z [inf]  🚀 START.SH SCRIPT IS EXECUTING
2025-12-19T11:07:22.079327170Z [inf]  =========================================
2025-12-19T11:07:22.079332496Z [inf]  📍 Working directory: /app/backend
2025-12-19T11:07:22.079336251Z [inf]  🔍 Python path: /app/backend
2025-12-19T11:07:22.079340067Z [inf]  🌐 Starting Gunicorn on 0.0.0.0:8080...
2025-12-19T11:07:22.079345086Z [inf]  =========================================
2025-12-19T11:07:22.090543031Z [err]  [2025-12-19 11:07:22 +0000] [1] [INFO] Starting gunicorn 22.0.0
2025-12-19T11:07:22.090550488Z [err]  [2025-12-19 11:07:22 +0000] [1] [INFO] Listening at: http://0.0.0.0:8080 (1)
2025-12-19T11:07:22.090558341Z [err]  [2025-12-19 11:07:22 +0000] [1] [INFO] Using worker: uvicorn.workers.UvicornWorker
2025-12-19T11:07:22.096588502Z [err]  [2025-12-19 11:07:22 +0000] [3] [INFO] Booting worker with pid: 3
2025-12-19T11:07:22.122419490Z [err]  [2025-12-19 11:07:22 +0000] [4] [INFO] Booting worker with pid: 4
2025-12-19T11:07:22.189831873Z [err]  [2025-12-19 11:07:22 +0000] [5] [INFO] Booting worker with pid: 5
2025-12-19T11:07:22.189841362Z [err]  [2025-12-19 11:07:22 +0000] [6] [INFO] Booting worker with pid: 6
2025-12-19T11:07:42.192737241Z [err]  2025-12-19 11:07:36,704 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2025-12-19T11:07:42.192744239Z [err]  2025-12-19 11:07:36,704 - server - INFO - 🔥 Pre-warming connection libraries...
2025-12-19T11:07:42.192751453Z [err]  2025-12-19 11:07:36,744 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2025-12-19T11:07:42.195574447Z [err]  2025-12-19 11:07:36,744 - server - INFO - 🔥 Pre-warming connection libraries...
2025-12-19T11:07:42.195581394Z [err]  2025-12-19 11:07:36,750 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2025-12-19T11:07:42.195588959Z [err]  2025-12-19 11:07:36,772 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2025-12-19T11:07:42.195595551Z [err]  2025-12-19 11:07:36,828 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2025-12-19T11:07:42.195615038Z [err]  2025-12-19 11:07:36,828 - server - INFO - 🔥 Pre-warming connection libraries...
2025-12-19T11:07:42.195621328Z [err]  2025-12-19 11:07:36,853 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2025-12-19T11:07:42.195627933Z [err]  2025-12-19 11:07:36,853 - server - INFO - 🔥 Pre-warming connection libraries...
2025-12-19T11:07:42.195633488Z [err]  2025-12-19 11:07:36,863 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2025-12-19T11:07:42.195639522Z [err]  2025-12-19 11:07:36,881 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2025-12-19T11:07:42.195645283Z [err]  2025-12-19 11:07:36,909 - server - INFO - ✅ CORS configured for origins: ['https://app.li-ai.org', 'https://li-ai.org']
2025-12-19T11:07:42.195651406Z [err]  2025-12-19 11:07:36,946 - server - INFO - ✅ CORS configured for origins: ['https://app.li-ai.org', 'https://li-ai.org']
2025-12-19T11:07:42.196631621Z [err]  2025-12-19 11:07:37,010 - server - INFO - ✅ CORS configured for origins: ['https://app.li-ai.org', 'https://li-ai.org']
2025-12-19T11:07:42.196639326Z [err]  2025-12-19 11:07:37,023 - server - INFO - ✅ CORS configured for origins: ['https://app.li-ai.org', 'https://li-ai.org']
2025-12-19T11:07:42.196645235Z [err]  2025-12-19 11:07:37,037 - server - INFO - ✅ QC enhanced router loaded
2025-12-19T11:07:42.196651481Z [err]  2025-12-19 11:07:37,073 - server - INFO - ✅ QC enhanced router loaded
2025-12-19T11:07:42.196657730Z [err]  2025-12-19 11:07:37,085 - server - INFO - ✅ QC agent router loaded
2025-12-19T11:07:42.196663598Z [err]  2025-12-19 11:07:37,101 - server - INFO - ✅ QC enhanced router loaded
2025-12-19T11:07:42.196669465Z [err]  2025-12-19 11:07:37,112 - server - INFO - ✅ QC enhanced router loaded
2025-12-19T11:07:42.196675225Z [err]  2025-12-19 11:07:37,116 - server - INFO - ✅ QC learning router loaded
2025-12-19T11:07:42.196681211Z [err]  2025-12-19 11:07:37,119 - server - INFO - ✅ QC agent router loaded
2025-12-19T11:07:42.196687850Z [err]  2025-12-19 11:07:37,141 - server - INFO - ✅ QC learning router loaded
2025-12-19T11:07:42.196693903Z [err]  2025-12-19 11:07:37,158 - server - INFO - ✅ QC agent router loaded
2025-12-19T11:07:42.196700456Z [err]  2025-12-19 11:07:37,162 - server - INFO - ✅ QC agent router loaded
2025-12-19T11:07:42.196706698Z [err]  2025-12-19 11:07:37,186 - server - INFO - ✅ QC learning router loaded
2025-12-19T11:07:42.196712282Z [err]  2025-12-19 11:07:37,186 - server - INFO - ✅ QC learning router loaded
2025-12-19T11:07:42.196718454Z [err]  2025-12-19 11:07:37,252 - server - INFO - ✅ CRM router loaded
2025-12-19T11:07:42.196725482Z [err]  2025-12-19 11:07:37,282 - server - INFO - ✅ CRM router loaded
2025-12-19T11:07:42.196731198Z [err]  2025-12-19 11:07:37,309 - server - INFO - ✅ QC test router loaded
2025-12-19T11:07:42.196743262Z [err]  2025-12-19 11:07:37,310 - server - INFO - ✅ QC test router loaded
2025-12-19T11:07:42.202274984Z [err]  2025-12-19 11:07:37,336 - server - INFO - ✅ Agent test router loaded
2025-12-19T11:07:42.202280867Z [err]  2025-12-19 11:07:37,337 - server - INFO - ✅ CRM router loaded
2025-12-19T11:07:42.202286653Z [err]  2025-12-19 11:07:37,342 - server - INFO - ✅ QC test router loaded
2025-12-19T11:07:42.202292240Z [err]  2025-12-19 11:07:37,342 - server - INFO - ✅ Agent test router loaded
2025-12-19T11:07:42.202297909Z [err]  2025-12-19 11:07:37,352 - server - INFO - ✅ Director Studio router loaded
2025-12-19T11:07:42.202303106Z [err]  2025-12-19 11:07:37,352 - server - INFO - ✅ QC agents orchestrator loaded
2025-12-19T11:07:42.202307725Z [err]  2025-12-19 11:07:37,359 - server - INFO - ✅ Director Studio router loaded
2025-12-19T11:07:42.202312534Z [err]  2025-12-19 11:07:37,359 - server - INFO - ✅ QC agents orchestrator loaded
2025-12-19T11:07:42.202317718Z [err]  2025-12-19 11:07:37,360 - server - INFO - ✅ Agent test router loaded
2025-12-19T11:07:42.202322992Z [err]  2025-12-19 11:07:37,368 - server - INFO - ✅ CRM router loaded
2025-12-19T11:07:42.202327861Z [err]  2025-12-19 11:07:37,370 - server - INFO - ✅ Director Studio router loaded
2025-12-19T11:07:42.202334406Z [err]  2025-12-19 11:07:37,370 - server - INFO - ✅ QC agents orchestrator loaded
2025-12-19T11:07:42.202339695Z [err]  [2025-12-19 11:07:37 +0000] [3] [INFO] Started server process [3]
2025-12-19T11:07:42.202344371Z [err]  [2025-12-19 11:07:37 +0000] [3] [INFO] Waiting for application startup.
2025-12-19T11:07:42.202350765Z [err]  [2025-12-19 11:07:37 +0000] [4] [INFO] Started server process [4]
2025-12-19T11:07:42.202355668Z [err]  [2025-12-19 11:07:37 +0000] [4] [INFO] Waiting for application startup.
2025-12-19T11:07:42.202360997Z [err]  2025-12-19 11:07:37,384 - server - INFO - ✅ QC test router loaded
2025-12-19T11:07:42.202372833Z [err]  [2025-12-19 11:07:37 +0000] [5] [INFO] Started server process [5]
2025-12-19T11:07:42.202811256Z [err]  [2025-12-19 11:07:37 +0000] [5] [INFO] Waiting for application startup.
2025-12-19T11:07:42.202815343Z [err]  2025-12-19 11:07:37,403 - server - INFO - 🎵 Pre-generating comfort noise file on startup (5 minutes for seamless loops)...
2025-12-19T11:07:42.202819705Z [err]  2025-12-19 11:07:37,416 - server - INFO - 🎵 Pre-generating comfort noise file on startup (5 minutes for seamless loops)...
