2026-01-03T01:06:38.000000000Z [inf]  Starting Container
2026-01-03T01:06:39.291707931Z [inf]  📍 Working directory: /app/backend
2026-01-03T01:06:39.291724729Z [inf]  🔍 Python path: /app/backend
2026-01-03T01:06:39.291740316Z [inf]  🌐 Starting Gunicorn on 0.0.0.0:8080...
2026-01-03T01:06:39.291754296Z [inf]  =========================================
2026-01-03T01:06:39.291855747Z [inf]  =========================================
2026-01-03T01:06:39.291860556Z [inf]  🚀 START.SH SCRIPT IS EXECUTING
2026-01-03T01:06:39.291864620Z [inf]  =========================================
2026-01-03T01:06:40.352154628Z [err]  [2026-01-03 01:06:39 +0000] [1] [INFO] Starting gunicorn 22.0.0
2026-01-03T01:06:40.352160521Z [err]  [2026-01-03 01:06:39 +0000] [1] [INFO] Listening at: http://0.0.0.0:8080 (1)
2026-01-03T01:06:40.352166494Z [err]  [2026-01-03 01:06:39 +0000] [1] [INFO] Using worker: uvicorn.workers.UvicornWorker
2026-01-03T01:06:40.352173776Z [err]  [2026-01-03 01:06:40 +0000] [3] [INFO] Booting worker with pid: 3
2026-01-03T01:06:40.352179903Z [err]  [2026-01-03 01:06:40 +0000] [4] [INFO] Booting worker with pid: 4
2026-01-03T01:06:40.352186409Z [err]  [2026-01-03 01:06:40 +0000] [5] [INFO] Booting worker with pid: 5
2026-01-03T01:06:40.352192300Z [err]  [2026-01-03 01:06:40 +0000] [6] [INFO] Booting worker with pid: 6
2026-01-03T01:06:49.366670608Z [err]  ⚠️ Could not import RAG service: Query error: Database error: error returned from database: (code: 5) database is locked
2026-01-03T01:06:49.467210157Z [err]  2026-01-03 01:06:49,451 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2026-01-03T01:06:49.467216925Z [err]  2026-01-03 01:06:49,451 - server - INFO - 🔥 Pre-warming connection libraries...
2026-01-03T01:06:49.505545400Z [err]  2026-01-03 01:06:49,498 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2026-01-03T01:06:49.644430454Z [err]  2026-01-03 01:06:49,640 - server - INFO - ✅ CORS configured for origins: ['https://app.li-ai.org', 'https://li-ai.org']
2026-01-03T01:06:49.773685557Z [err]  2026-01-03 01:06:49,753 - server - INFO - ✅ QC enhanced router loaded
2026-01-03T01:06:49.805487468Z [err]  2026-01-03 01:06:49,798 - server - INFO - ✅ QC agent router loaded
2026-01-03T01:06:49.831172981Z [err]  2026-01-03 01:06:49,824 - server - INFO - ✅ QC learning router loaded
2026-01-03T01:06:50.388792524Z [err]  [2026-01-03 01:06:50 +0000] [6] [INFO] Waiting for application startup.
2026-01-03T01:06:50.388804446Z [err]  2026-01-03 01:06:50,041 - server - INFO - 🎵 Pre-generating comfort noise file on startup (5 minutes for seamless loops)...
2026-01-03T01:06:50.388805103Z [err]  2026-01-03 01:06:50,003 - server - INFO - ✅ Director Studio router loaded
2026-01-03T01:06:50.388814586Z [err]  2026-01-03 01:06:50,004 - server - INFO - ✅ QC agents orchestrator loaded
2026-01-03T01:06:50.388820245Z [err]  [2026-01-03 01:06:50 +0000] [6] [INFO] Started server process [6]
2026-01-03T01:06:50.388840192Z [err]  2026-01-03 01:06:49,954 - server - INFO - ✅ CRM router loaded
2026-01-03T01:06:50.388845572Z [err]  2026-01-03 01:06:49,968 - server - INFO - ✅ QC test router loaded
2026-01-03T01:06:50.388851048Z [err]  2026-01-03 01:06:49,989 - server - INFO - ✅ Agent test router loaded
2026-01-03T01:06:54.445853560Z [err]  2026-01-03 01:06:54,171 - server - INFO - ✅ QC enhanced router loaded
2026-01-03T01:06:54.445865246Z [err]  2026-01-03 01:06:54,197 - server - INFO - ✅ CORS configured for origins: ['https://app.li-ai.org', 'https://li-ai.org']
2026-01-03T01:06:54.445999077Z [err]  2026-01-03 01:06:53,908 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2026-01-03T01:06:54.446006382Z [err]  2026-01-03 01:06:53,908 - server - INFO - 🔥 Pre-warming connection libraries...
