2025-12-29T05:45:53.000000000Z [inf]  Starting Container
2025-12-29T05:45:54.495265404Z [inf]  =========================================
2025-12-29T05:45:54.495275886Z [inf]  🚀 START.SH SCRIPT IS EXECUTING
2025-12-29T05:45:54.495286011Z [inf]  =========================================
2025-12-29T05:45:54.495292558Z [inf]  📍 Working directory: /app/backend
2025-12-29T05:45:54.495300359Z [inf]  🔍 Python path: /app/backend
2025-12-29T05:45:54.495308298Z [inf]  🌐 Starting Gunicorn on 0.0.0.0:8080...
2025-12-29T05:45:54.495315188Z [inf]  =========================================
2025-12-29T05:45:54.615696948Z [err]  [2025-12-29 05:45:54 +0000] [1] [INFO] Using worker: uvicorn.workers.UvicornWorker
2025-12-29T05:45:54.615949036Z [err]  [2025-12-29 05:45:54 +0000] [1] [INFO] Starting gunicorn 22.0.0
2025-12-29T05:45:54.615955996Z [err]  [2025-12-29 05:45:54 +0000] [1] [INFO] Listening at: http://0.0.0.0:8080 (1)
2025-12-29T05:45:54.627244729Z [err]  [2025-12-29 05:45:54 +0000] [3] [INFO] Booting worker with pid: 3
2025-12-29T05:45:55.797481926Z [err]  [2025-12-29 05:45:54 +0000] [5] [INFO] Booting worker with pid: 5
2025-12-29T05:45:55.797490197Z [err]  [2025-12-29 05:45:54 +0000] [6] [INFO] Booting worker with pid: 6
2025-12-29T05:45:55.797512307Z [err]  [2025-12-29 05:45:54 +0000] [4] [INFO] Booting worker with pid: 4
2025-12-29T05:46:25.956627620Z [err]  2025-12-29 05:46:17,662 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2025-12-29T05:46:25.956640813Z [err]  2025-12-29 05:46:17,692 - server - INFO - ✅ CORS configured for origins: ['https://app.li-ai.org', 'https://li-ai.org']
2025-12-29T05:46:25.956648702Z [err]  2025-12-29 05:46:17,780 - server - INFO - ✅ CORS configured for origins: ['https://app.li-ai.org', 'https://li-ai.org']
2025-12-29T05:46:25.956669041Z [err]  2025-12-29 05:46:17,483 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2025-12-29T05:46:25.956683099Z [err]  2025-12-29 05:46:17,520 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2025-12-29T05:46:25.956694044Z [err]  2025-12-29 05:46:17,523 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2025-12-29T05:46:25.956702625Z [err]  2025-12-29 05:46:17,523 - server - INFO - 🔥 Pre-warming connection libraries...
2025-12-29T05:46:25.956712057Z [err]  2025-12-29 05:46:17,570 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2025-12-29T05:46:25.956721637Z [err]  2025-12-29 05:46:17,626 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2025-12-29T05:46:25.956731683Z [err]  2025-12-29 05:46:17,626 - server - INFO - 🔥 Pre-warming connection libraries...
2025-12-29T05:46:25.956734015Z [err]  2025-12-29 05:46:17,417 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2025-12-29T05:46:25.956742948Z [err]  2025-12-29 05:46:17,417 - server - INFO - 🔥 Pre-warming connection libraries...
2025-12-29T05:46:25.956750410Z [err]  2025-12-29 05:46:17,475 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2025-12-29T05:46:25.956760294Z [err]  2025-12-29 05:46:17,475 - server - INFO - 🔥 Pre-warming connection libraries...
2025-12-29T05:46:25.957563874Z [err]  2025-12-29 05:46:17,802 - server - INFO - ✅ CORS configured for origins: ['https://app.li-ai.org', 'https://li-ai.org']
2025-12-29T05:46:25.957573530Z [err]  2025-12-29 05:46:17,855 - server - INFO - ✅ CORS configured for origins: ['https://app.li-ai.org', 'https://li-ai.org']
2025-12-29T05:46:25.957582234Z [err]  2025-12-29 05:46:17,863 - server - INFO - ✅ QC enhanced router loaded
2025-12-29T05:46:25.957591891Z [err]  2025-12-29 05:46:17,903 - server - INFO - ✅ QC enhanced router loaded
2025-12-29T05:46:25.957602883Z [err]  2025-12-29 05:46:17,907 - server - INFO - ✅ QC enhanced router loaded
2025-12-29T05:46:25.957612228Z [err]  2025-12-29 05:46:17,930 - server - INFO - ✅ QC agent router loaded
2025-12-29T05:46:25.957621092Z [err]  2025-12-29 05:46:17,948 - server - INFO - ✅ QC enhanced router loaded
2025-12-29T05:46:25.957629608Z [err]  2025-12-29 05:46:17,966 - server - INFO - ✅ QC learning router loaded
2025-12-29T05:46:25.957638484Z [err]  2025-12-29 05:46:17,988 - server - INFO - ✅ QC agent router loaded
2025-12-29T05:46:25.957650912Z [err]  2025-12-29 05:46:17,990 - server - INFO - ✅ QC agent router loaded
2025-12-29T05:46:25.957661744Z [err]  2025-12-29 05:46:18,018 - server - INFO - ✅ QC agent router loaded
2025-12-29T05:46:25.957670531Z [err]  2025-12-29 05:46:18,031 - server - INFO - ✅ QC learning router loaded
2025-12-29T05:46:25.957682180Z [err]  2025-12-29 05:46:18,042 - server - INFO - ✅ QC learning router loaded
2025-12-29T05:46:25.957691238Z [err]  2025-12-29 05:46:18,054 - server - INFO - ✅ QC learning router loaded
2025-12-29T05:46:25.957700902Z [err]  2025-12-29 05:46:18,136 - server - INFO - ✅ CRM router loaded
2025-12-29T05:46:25.957709621Z [err]  2025-12-29 05:46:18,158 - server - INFO - ✅ QC test router loaded
2025-12-29T05:46:25.957719347Z [err]  2025-12-29 05:46:18,186 - server - INFO - ✅ Agent test router loaded
2025-12-29T05:46:25.957732299Z [err]  2025-12-29 05:46:18,204 - server - INFO - ✅ Director Studio router loaded
2025-12-29T05:46:25.961070254Z [err]  2025-12-29 05:46:18,275 - server - INFO - ✅ Director Studio router loaded
2025-12-29T05:46:25.961074839Z [err]  2025-12-29 05:46:18,379 - server - INFO - ✅ Agent test router loaded
2025-12-29T05:46:25.961075977Z [err]  2025-12-29 05:46:18,204 - server - INFO - ✅ QC agents orchestrator loaded
2025-12-29T05:46:25.961083847Z [err]  2025-12-29 05:46:18,275 - server - INFO - ✅ QC agents orchestrator loaded
2025-12-29T05:46:25.961092798Z [err]  2025-12-29 05:46:18,277 - server - INFO - ✅ CRM router loaded
2025-12-29T05:46:25.961102265Z [err]  2025-12-29 05:46:18,297 - server - INFO - ✅ QC test router loaded
2025-12-29T05:46:25.961103400Z [err]  2025-12-29 05:46:18,322 - server - INFO - ✅ CRM router loaded
2025-12-29T05:46:25.961108525Z [err]  2025-12-29 05:46:18,229 - server - INFO - ✅ CRM router loaded
2025-12-29T05:46:25.961114533Z [err]  2025-12-29 05:46:18,340 - server - INFO - ✅ QC test router loaded
2025-12-29T05:46:25.961118317Z [err]  [2025-12-29 05:46:18 +0000] [3] [INFO] Started server process [3]
2025-12-29T05:46:25.961123658Z [err]  2025-12-29 05:46:18,346 - server - INFO - ✅ Agent test router loaded
2025-12-29T05:46:25.961130977Z [err]  [2025-12-29 05:46:18 +0000] [3] [INFO] Waiting for application startup.
