2025-12-30T20:17:22.000000000Z [inf]  Starting Container
2025-12-30T20:17:23.736558269Z [err]  [2025-12-30 20:17:23 +0000] [6] [INFO] Booting worker with pid: 6
2025-12-30T20:17:23.736558877Z [inf]  =========================================
2025-12-30T20:17:23.736561540Z [err]  [2025-12-30 20:17:23 +0000] [1] [INFO] Starting gunicorn 22.0.0
2025-12-30T20:17:23.736571704Z [err]  [2025-12-30 20:17:23 +0000] [1] [INFO] Listening at: http://0.0.0.0:8080 (1)
2025-12-30T20:17:23.736583544Z [err]  [2025-12-30 20:17:23 +0000] [3] [INFO] Booting worker with pid: 3
2025-12-30T20:17:23.736584155Z [err]  [2025-12-30 20:17:23 +0000] [1] [INFO] Using worker: uvicorn.workers.UvicornWorker
2025-12-30T20:17:23.736589412Z [err]  [2025-12-30 20:17:23 +0000] [4] [INFO] Booting worker with pid: 4
2025-12-30T20:17:23.736594606Z [err]  [2025-12-30 20:17:23 +0000] [5] [INFO] Booting worker with pid: 5
2025-12-30T20:17:23.737199278Z [inf]  =========================================
2025-12-30T20:17:23.737207449Z [inf]  🚀 START.SH SCRIPT IS EXECUTING
2025-12-30T20:17:23.737214762Z [inf]  =========================================
2025-12-30T20:17:23.737220520Z [inf]  📍 Working directory: /app/backend
2025-12-30T20:17:23.737226101Z [inf]  🔍 Python path: /app/backend
2025-12-30T20:17:23.737230799Z [inf]  🌐 Starting Gunicorn on 0.0.0.0:8080...
2025-12-30T20:17:42.819795112Z [err]  2025-12-30 20:17:41,029 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2025-12-30T20:17:42.819803302Z [err]  2025-12-30 20:17:41,029 - server - INFO - 🔥 Pre-warming connection libraries...
2025-12-30T20:17:42.819813457Z [err]  2025-12-30 20:17:41,029 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2025-12-30T20:17:42.819825757Z [err]  2025-12-30 20:17:41,029 - server - INFO - 🔥 Pre-warming connection libraries...
2025-12-30T20:17:42.819836895Z [err]  2025-12-30 20:17:41,030 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2025-12-30T20:17:42.819918888Z [err]  2025-12-30 20:17:41,030 - server - INFO - 🔥 Pre-warming connection libraries...
2025-12-30T20:17:42.819927909Z [err]  2025-12-30 20:17:41,070 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2025-12-30T20:17:42.819938470Z [err]  2025-12-30 20:17:41,073 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2025-12-30T20:17:42.819948725Z [err]  2025-12-30 20:17:41,079 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2025-12-30T20:17:42.819958556Z [err]  2025-12-30 20:17:41,257 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2025-12-30T20:17:42.819969859Z [err]  2025-12-30 20:17:41,257 - server - INFO - 🔥 Pre-warming connection libraries...
2025-12-30T20:17:42.820024729Z [err]  2025-12-30 20:17:41,278 - server - INFO - ✅ CORS configured for origins: ['https://app.li-ai.org', 'https://li-ai.org']
2025-12-30T20:17:42.820042011Z [err]  2025-12-30 20:17:41,280 - server - INFO - ✅ CORS configured for origins: ['https://app.li-ai.org', 'https://li-ai.org']
2025-12-30T20:17:42.820053119Z [err]  2025-12-30 20:17:41,282 - server - INFO - ✅ CORS configured for origins: ['https://app.li-ai.org', 'https://li-ai.org']
