2025-12-18T00:54:52.000000000Z [inf]  Starting Container
2025-12-18T00:54:54.037369715Z [inf]  =========================================
2025-12-18T00:54:54.037377022Z [inf]  🚀 START.SH SCRIPT IS EXECUTING
2025-12-18T00:54:54.037383195Z [inf]  =========================================
2025-12-18T00:54:54.037402833Z [inf]  📍 Working directory: /app/backend
2025-12-18T00:54:54.037412562Z [inf]  🔍 Python path: /app/backend
2025-12-18T00:54:54.037420213Z [inf]  🌐 Starting Gunicorn on 0.0.0.0:8080...
2025-12-18T00:54:54.037428595Z [inf]  =========================================
2025-12-18T00:54:54.037436241Z [err]  [2025-12-18 00:54:53 +0000] [1] [INFO] Starting gunicorn 22.0.0
2025-12-18T00:54:54.037448399Z [err]  [2025-12-18 00:54:53 +0000] [1] [INFO] Listening at: http://0.0.0.0:8080 (1)
2025-12-18T00:54:54.037458703Z [err]  [2025-12-18 00:54:53 +0000] [1] [INFO] Using worker: uvicorn.workers.UvicornWorker
2025-12-18T00:54:54.037927453Z [err]  [2025-12-18 00:54:53 +0000] [3] [INFO] Booting worker with pid: 3
2025-12-18T00:54:54.037948241Z [err]  [2025-12-18 00:54:54 +0000] [4] [INFO] Booting worker with pid: 4
2025-12-18T00:54:54.980356058Z [err]  [2025-12-18 00:54:54 +0000] [5] [INFO] Booting worker with pid: 5
2025-12-18T00:54:54.980363184Z [err]  [2025-12-18 00:54:54 +0000] [6] [INFO] Booting worker with pid: 6
2025-12-18T00:55:15.909015949Z [err]  2025-12-18 00:55:10,760 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2025-12-18T00:55:15.909022819Z [err]  2025-12-18 00:55:10,760 - server - INFO - 🔥 Pre-warming connection libraries...
2025-12-18T00:55:15.909029596Z [err]  2025-12-18 00:55:10,761 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2025-12-18T00:55:15.909034727Z [err]  2025-12-18 00:55:10,761 - server - INFO - 🔥 Pre-warming connection libraries...
2025-12-18T00:55:15.909042277Z [err]  2025-12-18 00:55:10,800 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2025-12-18T00:55:15.909047911Z [err]  2025-12-18 00:55:10,801 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2025-12-18T00:55:15.909052690Z [err]  2025-12-18 00:55:10,852 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2025-12-18T00:55:15.909058957Z [err]  2025-12-18 00:55:10,853 - server - INFO - 🔥 Pre-warming connection libraries...
2025-12-18T00:55:15.909065145Z [err]  2025-12-18 00:55:10,878 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2025-12-18T00:55:15.909070265Z [err]  2025-12-18 00:55:10,878 - server - INFO - 🔥 Pre-warming connection libraries...
2025-12-18T00:55:15.909075349Z [err]  2025-12-18 00:55:10,890 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2025-12-18T00:55:15.909080380Z [err]  2025-12-18 00:55:10,915 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2025-12-18T00:55:15.909085699Z [err]  2025-12-18 00:55:10,985 - server - INFO - ✅ CORS configured for origins: ['https://app.li-ai.org', 'https://li-ai.org']
2025-12-18T00:55:15.909091121Z [err]  2025-12-18 00:55:10,990 - server - INFO - ✅ CORS configured for origins: ['https://app.li-ai.org', 'https://li-ai.org']
2025-12-18T00:55:17.158179122Z [err]  2025-12-18 00:55:11,426 - server - INFO - ✅ CRM router loaded
2025-12-18T00:55:17.158188509Z [err]  2025-12-18 00:55:11,432 - server - INFO - ✅ QC test router loaded
2025-12-18T00:55:17.158197336Z [err]  2025-12-18 00:55:11,095 - server - INFO - ✅ CORS configured for origins: ['https://app.li-ai.org', 'https://li-ai.org']
2025-12-18T00:55:17.158202524Z [err]  2025-12-18 00:55:11,135 - server - INFO - ✅ CORS configured for origins: ['https://app.li-ai.org', 'https://li-ai.org']
2025-12-18T00:55:17.158207684Z [err]  2025-12-18 00:55:11,137 - server - INFO - ✅ QC enhanced router loaded
2025-12-18T00:55:17.158213526Z [err]  2025-12-18 00:55:11,137 - server - INFO - ✅ QC enhanced router loaded
2025-12-18T00:55:17.158219773Z [err]  2025-12-18 00:55:11,199 - server - INFO - ✅ QC agent router loaded
2025-12-18T00:55:17.158228207Z [err]  2025-12-18 00:55:11,199 - server - INFO - ✅ QC agent router loaded
2025-12-18T00:55:17.158236005Z [err]  2025-12-18 00:55:11,411 - server - INFO - ✅ QC test router loaded
2025-12-18T00:55:17.158236623Z [err]  2025-12-18 00:55:11,220 - server - INFO - ✅ QC enhanced router loaded
2025-12-18T00:55:17.158244258Z [err]  2025-12-18 00:55:11,231 - server - INFO - ✅ QC learning router loaded
2025-12-18T00:55:17.158249901Z [err]  2025-12-18 00:55:11,242 - server - INFO - ✅ QC learning router loaded
2025-12-18T00:55:17.158256326Z [err]  2025-12-18 00:55:11,261 - server - INFO - ✅ QC enhanced router loaded
2025-12-18T00:55:17.158261506Z [err]  2025-12-18 00:55:11,281 - server - INFO - ✅ QC agent router loaded
2025-12-18T00:55:17.158266965Z [err]  2025-12-18 00:55:11,312 - server - INFO - ✅ QC learning router loaded
