2025-12-26T15:22:13.000000000Z [inf]  Starting Container
2025-12-26T15:22:14.513385658Z [err]  [2025-12-26 15:22:14 +0000] [3] [INFO] Booting worker with pid: 3
2025-12-26T15:22:14.513443327Z [inf]  =========================================
2025-12-26T15:22:14.513447700Z [inf]  🚀 START.SH SCRIPT IS EXECUTING
2025-12-26T15:22:14.513452784Z [inf]  =========================================
2025-12-26T15:22:14.513457081Z [inf]  📍 Working directory: /app/backend
2025-12-26T15:22:14.513464359Z [inf]  🔍 Python path: /app/backend
2025-12-26T15:22:14.513470990Z [inf]  🌐 Starting Gunicorn on 0.0.0.0:8080...
2025-12-26T15:22:14.513477103Z [inf]  =========================================
2025-12-26T15:22:14.513482336Z [err]  [2025-12-26 15:22:14 +0000] [1] [INFO] Starting gunicorn 22.0.0
2025-12-26T15:22:14.513487962Z [err]  [2025-12-26 15:22:14 +0000] [1] [INFO] Listening at: http://0.0.0.0:8080 (1)
2025-12-26T15:22:14.513493919Z [err]  [2025-12-26 15:22:14 +0000] [1] [INFO] Using worker: uvicorn.workers.UvicornWorker
2025-12-26T15:22:14.526516895Z [err]  [2025-12-26 15:22:14 +0000] [4] [INFO] Booting worker with pid: 4
2025-12-26T15:22:14.626113001Z [err]  [2025-12-26 15:22:14 +0000] [5] [INFO] Booting worker with pid: 5
2025-12-26T15:22:14.634771840Z [err]  [2025-12-26 15:22:14 +0000] [6] [INFO] Booting worker with pid: 6
2025-12-26T15:22:34.713055439Z [err]  2025-12-26 15:22:28,048 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2025-12-26T15:22:34.713063386Z [err]  2025-12-26 15:22:28,048 - server - INFO - 🔥 Pre-warming connection libraries...
2025-12-26T15:22:34.713068261Z [err]  2025-12-26 15:22:28,079 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2025-12-26T15:22:34.713130052Z [err]  2025-12-26 15:22:27,920 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2025-12-26T15:22:34.713146543Z [err]  2025-12-26 15:22:27,921 - server - INFO - 🔥 Pre-warming connection libraries...
2025-12-26T15:22:34.713157023Z [err]  2025-12-26 15:22:27,921 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2025-12-26T15:22:34.713166055Z [err]  2025-12-26 15:22:27,921 - server - INFO - 🔥 Pre-warming connection libraries...
