2026-01-03T00:01:35.000000000Z [inf]  Starting Container
2026-01-03T00:01:36.421622409Z [inf]  🚀 START.SH SCRIPT IS EXECUTING
2026-01-03T00:01:36.421633376Z [inf]  =========================================
2026-01-03T00:01:36.421663441Z [inf]  📍 Working directory: /app/backend
2026-01-03T00:01:36.421664383Z [inf]  =========================================
2026-01-03T00:01:36.422193350Z [inf]  🔍 Python path: /app/backend
2026-01-03T00:01:36.422200927Z [inf]  🌐 Starting Gunicorn on 0.0.0.0:8080...
2026-01-03T00:01:36.422205039Z [inf]  =========================================
2026-01-03T00:01:36.603143032Z [err]  [2026-01-03 00:01:36 +0000] [1] [INFO] Starting gunicorn 22.0.0
2026-01-03T00:01:36.603152455Z [err]  [2026-01-03 00:01:36 +0000] [1] [INFO] Listening at: http://0.0.0.0:8080 (1)
2026-01-03T00:01:36.603157921Z [err]  [2026-01-03 00:01:36 +0000] [1] [INFO] Using worker: uvicorn.workers.UvicornWorker
2026-01-03T00:01:36.603162988Z [err]  [2026-01-03 00:01:36 +0000] [3] [INFO] Booting worker with pid: 3
2026-01-03T00:01:36.687250737Z [err]  [2026-01-03 00:01:36 +0000] [4] [INFO] Booting worker with pid: 4
2026-01-03T00:01:36.691887853Z [err]  [2026-01-03 00:01:36 +0000] [5] [INFO] Booting worker with pid: 5
2026-01-03T00:01:36.714075328Z [err]  [2026-01-03 00:01:36 +0000] [6] [INFO] Booting worker with pid: 6
2026-01-03T00:01:56.868424237Z [err]  2026-01-03 00:01:50,632 - server - INFO - ✅ CORS configured for origins: ['https://app.li-ai.org', 'https://li-ai.org']
2026-01-03T00:01:56.868427729Z [err]  2026-01-03 00:01:50,464 - server - INFO - 🔥 Pre-warming connection libraries...
2026-01-03T00:01:56.868433196Z [err]  2026-01-03 00:01:50,634 - server - INFO - ✅ CORS configured for origins: ['https://app.li-ai.org', 'https://li-ai.org']
2026-01-03T00:01:56.868437327Z [err]  2026-01-03 00:01:50,485 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2026-01-03T00:01:56.868437977Z [err]  2026-01-03 00:01:50,497 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2026-01-03T00:01:56.868445339Z [err]  2026-01-03 00:01:50,525 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2026-01-03T00:01:56.868450488Z [err]  2026-01-03 00:01:50,515 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2026-01-03T00:01:56.868451470Z [err]  2026-01-03 00:01:50,527 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2026-01-03T00:01:56.868457590Z [err]  2026-01-03 00:01:50,486 - server - INFO - 🔥 Pre-warming connection libraries...
