2025-12-27T06:41:11.000000000Z [inf]  Starting Container
2025-12-27T06:41:12.054863301Z [inf]  =========================================
2025-12-27T06:41:12.054871653Z [inf]  🚀 START.SH SCRIPT IS EXECUTING
2025-12-27T06:41:12.054880451Z [inf]  =========================================
2025-12-27T06:41:12.054888140Z [inf]  📍 Working directory: /app/backend
2025-12-27T06:41:12.054895729Z [inf]  🔍 Python path: /app/backend
2025-12-27T06:41:12.054903541Z [inf]  🌐 Starting Gunicorn on 0.0.0.0:8080...
2025-12-27T06:41:12.054913823Z [inf]  =========================================
2025-12-27T06:41:12.830703590Z [err]  [2025-12-27 06:41:12 +0000] [1] [INFO] Starting gunicorn 22.0.0
2025-12-27T06:41:12.830713733Z [err]  [2025-12-27 06:41:12 +0000] [1] [INFO] Listening at: http://0.0.0.0:8080 (1)
2025-12-27T06:41:12.830722317Z [err]  [2025-12-27 06:41:12 +0000] [1] [INFO] Using worker: uvicorn.workers.UvicornWorker
2025-12-27T06:41:13.335417260Z [err]  [2025-12-27 06:41:12 +0000] [3] [INFO] Booting worker with pid: 3
2025-12-27T06:41:13.335425996Z [err]  [2025-12-27 06:41:12 +0000] [4] [INFO] Booting worker with pid: 4
2025-12-27T06:41:13.335433717Z [err]  [2025-12-27 06:41:13 +0000] [5] [INFO] Booting worker with pid: 5
2025-12-27T06:41:13.335442493Z [err]  [2025-12-27 06:41:13 +0000] [6] [INFO] Booting worker with pid: 6
2025-12-27T06:41:33.344435777Z [err]  2025-12-27 06:41:30,402 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2025-12-27T06:41:33.344440062Z [err]  2025-12-27 06:41:30,338 - server - INFO - 🔥 Pre-warming connection libraries...
2025-12-27T06:41:33.344446693Z [err]  2025-12-27 06:41:30,517 - server - INFO - ✅ CORS configured for origins: ['https://app.li-ai.org', 'https://li-ai.org']
2025-12-27T06:41:33.344452488Z [err]  2025-12-27 06:41:30,344 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2025-12-27T06:41:33.344454881Z [err]  2025-12-27 06:41:30,531 - server - INFO - ✅ CORS configured for origins: ['https://app.li-ai.org', 'https://li-ai.org']
2025-12-27T06:41:33.344466112Z [err]  2025-12-27 06:41:30,344 - server - INFO - 🔥 Pre-warming connection libraries...
2025-12-27T06:41:33.344474022Z [err]  2025-12-27 06:41:30,354 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2025-12-27T06:41:33.344481693Z [err]  2025-12-27 06:41:30,354 - server - INFO - 🔥 Pre-warming connection libraries...
2025-12-27T06:41:33.344491758Z [err]  2025-12-27 06:41:30,355 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2025-12-27T06:41:33.344499565Z [err]  2025-12-27 06:41:30,355 - server - INFO - 🔥 Pre-warming connection libraries...
2025-12-27T06:41:33.344504675Z [err]  2025-12-27 06:41:30,337 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2025-12-27T06:41:33.344507643Z [err]  2025-12-27 06:41:30,374 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2025-12-27T06:41:33.344514406Z [err]  2025-12-27 06:41:30,384 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2025-12-27T06:41:33.344521837Z [err]  2025-12-27 06:41:30,400 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2025-12-27T06:41:33.345195503Z [err]  2025-12-27 06:41:30,565 - server - INFO - ✅ CORS configured for origins: ['https://app.li-ai.org', 'https://li-ai.org']
2025-12-27T06:41:33.345199000Z [err]  2025-12-27 06:41:30,868 - server - INFO - ✅ CRM router loaded
2025-12-27T06:41:33.345203557Z [err]  2025-12-27 06:41:30,567 - server - INFO - ✅ CORS configured for origins: ['https://app.li-ai.org', 'https://li-ai.org']
2025-12-27T06:41:33.345209357Z [err]  2025-12-27 06:41:30,658 - server - INFO - ✅ QC enhanced router loaded
2025-12-27T06:41:33.345214677Z [err]  2025-12-27 06:41:30,871 - server - INFO - ✅ CRM router loaded
2025-12-27T06:41:33.345214947Z [err]  2025-12-27 06:41:30,660 - server - INFO - ✅ QC enhanced router loaded
2025-12-27T06:41:33.345220771Z [err]  2025-12-27 06:41:30,697 - server - INFO - ✅ QC enhanced router loaded
2025-12-27T06:41:33.345226667Z [err]  2025-12-27 06:41:30,884 - server - INFO - ✅ QC test router loaded
2025-12-27T06:41:33.345227286Z [err]  2025-12-27 06:41:30,697 - server - INFO - ✅ QC enhanced router loaded
2025-12-27T06:41:33.345234555Z [err]  2025-12-27 06:41:30,710 - server - INFO - ✅ QC agent router loaded
2025-12-27T06:41:33.345238177Z [err]  2025-12-27 06:41:30,884 - server - INFO - ✅ QC test router loaded
2025-12-27T06:41:33.345241330Z [err]  2025-12-27 06:41:30,714 - server - INFO - ✅ QC agent router loaded
2025-12-27T06:41:33.345246053Z [err]  2025-12-27 06:41:30,738 - server - INFO - ✅ QC learning router loaded
2025-12-27T06:41:33.345250580Z [err]  2025-12-27 06:41:30,743 - server - INFO - ✅ QC agent router loaded
2025-12-27T06:41:33.345255282Z [err]  2025-12-27 06:41:30,745 - server - INFO - ✅ QC agent router loaded
2025-12-27T06:41:33.345259950Z [err]  2025-12-27 06:41:30,745 - server - INFO - ✅ QC learning router loaded
2025-12-27T06:41:33.345264280Z [err]  2025-12-27 06:41:30,768 - server - INFO - ✅ QC learning router loaded
2025-12-27T06:41:33.345268470Z [err]  2025-12-27 06:41:30,768 - server - INFO - ✅ QC learning router loaded
2025-12-27T06:41:33.346317188Z [err]  2025-12-27 06:41:30,896 - server - INFO - ✅ CRM router loaded
2025-12-27T06:41:33.346324367Z [err]  2025-12-27 06:41:30,900 - server - INFO - ✅ QC test router loaded
2025-12-27T06:41:33.346330870Z [err]  2025-12-27 06:41:30,902 - server - INFO - ✅ CRM router loaded
2025-12-27T06:41:33.346339129Z [err]  2025-12-27 06:41:30,905 - server - INFO - ✅ Agent test router loaded
2025-12-27T06:41:33.346346946Z [err]  2025-12-27 06:41:30,906 - server - INFO - ✅ QC test router loaded
2025-12-27T06:41:33.346355014Z [err]  2025-12-27 06:41:30,910 - server - INFO - ✅ Agent test router loaded
2025-12-27T06:41:33.346369173Z [err]  2025-12-27 06:41:30,915 - server - INFO - ✅ Agent test router loaded
2025-12-27T06:41:33.346376383Z [err]  2025-12-27 06:41:30,919 - server - INFO - ✅ Director Studio router loaded
2025-12-27T06:41:33.346383752Z [err]  2025-12-27 06:41:30,919 - server - INFO - ✅ QC agents orchestrator loaded
2025-12-27T06:41:33.346390352Z [err]  2025-12-27 06:41:30,922 - server - INFO - ✅ Director Studio router loaded
2025-12-27T06:41:33.346397847Z [err]  2025-12-27 06:41:30,922 - server - INFO - ✅ QC agents orchestrator loaded
2025-12-27T06:41:33.346404528Z [err]  2025-12-27 06:41:30,923 - server - INFO - ✅ Director Studio router loaded
2025-12-27T06:41:33.346411439Z [err]  2025-12-27 06:41:30,923 - server - INFO - ✅ QC agents orchestrator loaded
2025-12-27T06:41:33.346417380Z [err]  2025-12-27 06:41:30,923 - server - INFO - ✅ Agent test router loaded
2025-12-27T06:41:33.346424848Z [err]  2025-12-27 06:41:30,932 - server - INFO - ✅ Director Studio router loaded
2025-12-27T06:41:33.346432060Z [err]  2025-12-27 06:41:30,932 - server - INFO - ✅ QC agents orchestrator loaded
2025-12-27T06:41:33.346438352Z [err]  [2025-12-27 06:41:30 +0000] [6] [INFO] Started server process [6]
2025-12-27T06:41:33.346444800Z [err]  [2025-12-27 06:41:30 +0000] [6] [INFO] Waiting for application startup.
2025-12-27T06:41:33.347056090Z [err]  [2025-12-27 06:41:30 +0000] [4] [INFO] Started server process [4]
2025-12-27T06:41:33.347067689Z [err]  [2025-12-27 06:41:30 +0000] [4] [INFO] Waiting for application startup.
2025-12-27T06:41:33.347075944Z [err]  [2025-12-27 06:41:30 +0000] [3] [INFO] Started server process [3]
2025-12-27T06:41:33.347082909Z [err]  [2025-12-27 06:41:30 +0000] [3] [INFO] Waiting for application startup.
2025-12-27T06:41:33.347089804Z [err]  2025-12-27 06:41:30,949 - server - INFO - 🎵 Pre-generating comfort noise file on startup (5 minutes for seamless loops)...
2025-12-27T06:41:33.347097107Z [err]  2025-12-27 06:41:30,951 - server - INFO - 🎵 Pre-generating comfort noise file on startup (5 minutes for seamless loops)...
2025-12-27T06:41:33.347104116Z [err]  [2025-12-27 06:41:30 +0000] [5] [INFO] Started server process [5]
2025-12-27T06:41:33.347113707Z [err]  [2025-12-27 06:41:30 +0000] [5] [INFO] Waiting for application startup.
2025-12-27T06:41:33.347121702Z [err]  2025-12-27 06:41:30,953 - server - INFO - 🎵 Pre-generating comfort noise file on startup (5 minutes for seamless loops)...
2025-12-27T06:41:33.347129223Z [err]  2025-12-27 06:41:30,956 - server - INFO - 🎵 Pre-generating comfort noise file on startup (5 minutes for seamless loops)...
2025-12-27T06:41:40.807037531Z [err]  2025-12-27 06:41:40,792 - comfort_noise - INFO - Generated continuous comfort noise: /tmp/comfort_noise_continuous.mp3 (300s, white=-83dB, hum=-93dB)
2025-12-27T06:41:40.807048412Z [err]  2025-12-27 06:41:40,796 - server - INFO - ✅ Comfort noise MP3 ready for immediate use
2025-12-27T06:41:40.807056199Z [err]  2025-12-27 06:41:40,796 - server - INFO - 🎵 Pre-warming mulaw comfort noise for WebSocket streaming...
2025-12-27T06:41:40.807063969Z [err]  2025-12-27 06:41:40,796 - comfort_noise - INFO - 🎵 Loading mulaw comfort noise for WebSocket mixing...
2025-12-27T06:41:40.812194085Z [err]  2025-12-27 06:41:40,808 - comfort_noise - INFO - Generated continuous comfort noise: /tmp/comfort_noise_continuous.mp3 (300s, white=-83dB, hum=-93dB)
2025-12-27T06:41:40.817352005Z [err]  2025-12-27 06:41:40,812 - server - INFO - ✅ Comfort noise MP3 ready for immediate use
2025-12-27T06:41:40.817360626Z [err]  2025-12-27 06:41:40,812 - server - INFO - 🎵 Pre-warming mulaw comfort noise for WebSocket streaming...
2025-12-27T06:41:40.817367248Z [err]  2025-12-27 06:41:40,812 - comfort_noise - INFO - 🎵 Loading mulaw comfort noise for WebSocket mixing...
2025-12-27T06:41:40.817373538Z [err]  2025-12-27 06:41:40,813 - comfort_noise - INFO - Generated continuous comfort noise: /tmp/comfort_noise_continuous.mp3 (300s, white=-83dB, hum=-93dB)
2025-12-27T06:41:40.818158023Z [err]  2025-12-27 06:41:40,817 - server - INFO - ✅ Comfort noise MP3 ready for immediate use
2025-12-27T06:41:40.818989058Z [err]  2025-12-27 06:41:40,817 - server - INFO - 🎵 Pre-warming mulaw comfort noise for WebSocket streaming...
2025-12-27T06:41:40.818994822Z [err]  2025-12-27 06:41:40,817 - comfort_noise - INFO - 🎵 Loading mulaw comfort noise for WebSocket mixing...
2025-12-27T06:41:41.673544005Z [err]  2025-12-27 06:41:41,659 - comfort_noise - INFO - ✅ Generated comfort noise sample: 30s (white=-83dB, hum=-93dB)
