2025-12-26T12:15:11.000000000Z [inf]  Starting Container
2025-12-26T12:15:13.540469738Z [inf]  =========================================
2025-12-26T12:15:13.540477093Z [inf]  🚀 START.SH SCRIPT IS EXECUTING
2025-12-26T12:15:13.540484083Z [inf]  =========================================
2025-12-26T12:15:13.540490681Z [inf]  📍 Working directory: /app/backend
2025-12-26T12:15:13.540496949Z [inf]  🔍 Python path: /app/backend
2025-12-26T12:15:13.540504301Z [inf]  🌐 Starting Gunicorn on 0.0.0.0:8080...
2025-12-26T12:15:13.540509958Z [inf]  =========================================
2025-12-26T12:15:13.540515801Z [err]  [2025-12-26 12:15:12 +0000] [1] [INFO] Starting gunicorn 22.0.0
2025-12-26T12:15:13.540521607Z [err]  [2025-12-26 12:15:12 +0000] [1] [INFO] Listening at: http://0.0.0.0:8080 (1)
2025-12-26T12:15:13.540527055Z [err]  [2025-12-26 12:15:12 +0000] [1] [INFO] Using worker: uvicorn.workers.UvicornWorker
2025-12-26T12:15:13.540537205Z [err]  [2025-12-26 12:15:12 +0000] [3] [INFO] Booting worker with pid: 3
2025-12-26T12:15:13.540543163Z [err]  [2025-12-26 12:15:12 +0000] [4] [INFO] Booting worker with pid: 4
2025-12-26T12:15:13.540548548Z [err]  [2025-12-26 12:15:12 +0000] [5] [INFO] Booting worker with pid: 5
2025-12-26T12:15:13.540553558Z [err]  [2025-12-26 12:15:12 +0000] [6] [INFO] Booting worker with pid: 6
2025-12-26T12:15:34.800238776Z [err]  2025-12-26 12:15:32,131 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2025-12-26T12:15:34.800247674Z [err]  2025-12-26 12:15:32,131 - server - INFO - 🔥 Pre-warming connection libraries...
2025-12-26T12:15:34.800253582Z [err]  2025-12-26 12:15:32,136 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2025-12-26T12:15:34.800259397Z [err]  2025-12-26 12:15:32,136 - server - INFO - 🔥 Pre-warming connection libraries...
2025-12-26T12:15:34.800265620Z [err]  2025-12-26 12:15:32,165 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2025-12-26T12:15:34.800273016Z [err]  2025-12-26 12:15:32,188 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2025-12-26T12:15:34.800278890Z [err]  2025-12-26 12:15:32,294 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2025-12-26T12:15:34.800286225Z [err]  2025-12-26 12:15:32,294 - server - INFO - 🔥 Pre-warming connection libraries...
2025-12-26T12:15:34.800291888Z [err]  2025-12-26 12:15:32,325 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2025-12-26T12:15:34.800298266Z [err]  2025-12-26 12:15:32,332 - server - INFO - ✅ CORS configured for origins: ['https://app.li-ai.org', 'https://li-ai.org']
2025-12-26T12:15:34.800308547Z [err]  2025-12-26 12:15:32,350 - server - INFO - ✅ CORS configured for origins: ['https://app.li-ai.org', 'https://li-ai.org']
2025-12-26T12:15:34.800314436Z [err]  2025-12-26 12:15:32,482 - server - INFO - ✅ QC enhanced router loaded
2025-12-26T12:15:34.812543548Z [err]  2025-12-26 12:15:32,501 - server - INFO - ✅ CORS configured for origins: ['https://app.li-ai.org', 'https://li-ai.org']
2025-12-26T12:15:34.812556443Z [err]  2025-12-26 12:15:32,540 - server - INFO - ✅ QC enhanced router loaded
2025-12-26T12:15:35.965870264Z [err]  2025-12-26 12:15:32,548 - server - INFO - ✅ QC agent router loaded
2025-12-26T12:15:35.965876054Z [err]  2025-12-26 12:15:32,583 - server - INFO - ✅ QC learning router loaded
2025-12-26T12:15:35.965881391Z [err]  2025-12-26 12:15:32,585 - server - INFO - ✅ QC enhanced router loaded
2025-12-26T12:15:35.965887244Z [err]  2025-12-26 12:15:32,587 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2025-12-26T12:15:35.965892443Z [err]  2025-12-26 12:15:32,587 - server - INFO - 🔥 Pre-warming connection libraries...
2025-12-26T12:15:35.965897971Z [err]  2025-12-26 12:15:32,617 - server - INFO - ✅ QC agent router loaded
2025-12-26T12:15:35.965903090Z [err]  2025-12-26 12:15:32,646 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2025-12-26T12:15:35.965908765Z [err]  2025-12-26 12:15:32,651 - server - INFO - ✅ QC agent router loaded
2025-12-26T12:15:35.965914608Z [err]  2025-12-26 12:15:32,651 - server - INFO - ✅ QC learning router loaded
2025-12-26T12:15:35.965920631Z [err]  2025-12-26 12:15:32,716 - server - INFO - ✅ QC learning router loaded
2025-12-26T12:15:35.965925476Z [err]  2025-12-26 12:15:32,754 - server - INFO - ✅ CRM router loaded
2025-12-26T12:15:35.965931107Z [err]  2025-12-26 12:15:32,775 - server - INFO - ✅ QC test router loaded
2025-12-26T12:15:35.965937639Z [err]  2025-12-26 12:15:32,810 - server - INFO - ✅ Agent test router loaded
2025-12-26T12:15:35.965944063Z [err]  2025-12-26 12:15:32,823 - server - INFO - ✅ Director Studio router loaded
2025-12-26T12:15:35.965949771Z [err]  2025-12-26 12:15:32,823 - server - INFO - ✅ QC agents orchestrator loaded
2025-12-26T12:15:35.965955631Z [err]  [2025-12-26 12:15:32 +0000] [6] [INFO] Started server process [6]
2025-12-26T12:15:35.965961415Z [err]  [2025-12-26 12:15:32 +0000] [6] [INFO] Waiting for application startup.
2025-12-26T12:15:37.211447023Z [err]  2025-12-26 12:15:32,872 - server - INFO - ✅ CRM router loaded
2025-12-26T12:15:37.211460096Z [err]  2025-12-26 12:15:32,879 - server - INFO - ✅ QC test router loaded
2025-12-26T12:15:37.211813385Z [err]  2025-12-26 12:15:32,847 - server - INFO - ✅ CRM router loaded
2025-12-26T12:15:37.211821515Z [err]  2025-12-26 12:15:32,852 - server - INFO - ✅ QC test router loaded
2025-12-26T12:15:37.211829011Z [err]  2025-12-26 12:15:32,861 - server - INFO - 🎵 Pre-generating comfort noise file on startup (5 minutes for seamless loops)...
2025-12-26T12:15:37.211885774Z [err]  2025-12-26 12:15:32,879 - server - INFO - ✅ Agent test router loaded
2025-12-26T12:15:37.211898148Z [err]  2025-12-26 12:15:32,886 - server - INFO - ✅ CORS configured for origins: ['https://app.li-ai.org', 'https://li-ai.org']
2025-12-26T12:15:37.211905261Z [err]  2025-12-26 12:15:32,896 - server - INFO - ✅ Director Studio router loaded
2025-12-26T12:15:37.211911714Z [err]  2025-12-26 12:15:32,896 - server - INFO - ✅ QC agents orchestrator loaded
2025-12-26T12:15:37.211918935Z [err]  2025-12-26 12:15:32,908 - server - INFO - ✅ Agent test router loaded
2025-12-26T12:15:37.211925447Z [err]  [2025-12-26 12:15:32 +0000] [4] [INFO] Started server process [4]
2025-12-26T12:15:37.211931466Z [err]  [2025-12-26 12:15:32 +0000] [4] [INFO] Waiting for application startup.
2025-12-26T12:15:37.211938636Z [err]  2025-12-26 12:15:32,932 - server - INFO - ✅ Director Studio router loaded
2025-12-26T12:15:37.211944690Z [err]  2025-12-26 12:15:32,932 - server - INFO - ✅ QC agents orchestrator loaded
2025-12-26T12:15:37.211951436Z [err]  2025-12-26 12:15:32,935 - server - INFO - 🎵 Pre-generating comfort noise file on startup (5 minutes for seamless loops)...
2025-12-26T12:15:37.211957551Z [err]  [2025-12-26 12:15:32 +0000] [5] [INFO] Started server process [5]
2025-12-26T12:15:37.211963189Z [err]  [2025-12-26 12:15:32 +0000] [5] [INFO] Waiting for application startup.
2025-12-26T12:15:38.557966371Z [err]  2025-12-26 12:15:32,972 - server - INFO - 🎵 Pre-generating comfort noise file on startup (5 minutes for seamless loops)...
2025-12-26T12:15:38.557973437Z [err]  2025-12-26 12:15:33,000 - server - INFO - ✅ QC enhanced router loaded
2025-12-26T12:15:38.557980624Z [err]  2025-12-26 12:15:33,109 - server - INFO - ✅ QC agent router loaded
2025-12-26T12:15:38.557987126Z [err]  2025-12-26 12:15:33,160 - server - INFO - ✅ QC learning router loaded
2025-12-26T12:15:38.557993253Z [err]  2025-12-26 12:15:33,392 - server - INFO - ✅ CRM router loaded
2025-12-26T12:15:38.557997897Z [err]  2025-12-26 12:15:33,403 - server - INFO - ✅ QC test router loaded
2025-12-26T12:15:38.558003663Z [err]  2025-12-26 12:15:33,427 - server - INFO - ✅ Agent test router loaded
2025-12-26T12:15:38.558008398Z [err]  2025-12-26 12:15:33,440 - server - INFO - ✅ Director Studio router loaded
2025-12-26T12:15:38.558013539Z [err]  2025-12-26 12:15:33,440 - server - INFO - ✅ QC agents orchestrator loaded
2025-12-26T12:15:38.558026229Z [err]  [2025-12-26 12:15:33 +0000] [3] [INFO] Started server process [3]
2025-12-26T12:15:38.558030873Z [err]  [2025-12-26 12:15:33 +0000] [3] [INFO] Waiting for application startup.
2025-12-26T12:15:38.558035459Z [err]  2025-12-26 12:15:33,486 - server - INFO - 🎵 Pre-generating comfort noise file on startup (5 minutes for seamless loops)...
2025-12-26T12:15:47.043513734Z [err]  2025-12-26 12:15:46,118 - comfort_noise - INFO - Generated continuous comfort noise: /tmp/comfort_noise_continuous.mp3 (300s, white=-83dB, hum=-93dB)
2025-12-26T12:15:47.043521984Z [err]  2025-12-26 12:15:46,118 - server - INFO - ✅ Comfort noise MP3 ready for immediate use
2025-12-26T12:15:47.043530286Z [err]  2025-12-26 12:15:46,118 - server - INFO - 🎵 Pre-warming mulaw comfort noise for WebSocket streaming...
2025-12-26T12:15:47.043539196Z [err]  2025-12-26 12:15:46,118 - comfort_noise - INFO - 🎵 Loading mulaw comfort noise for WebSocket mixing...
2025-12-26T12:15:47.043547865Z [err]  2025-12-26 12:15:46,268 - comfort_noise - INFO - Generated continuous comfort noise: /tmp/comfort_noise_continuous.mp3 (300s, white=-83dB, hum=-93dB)
2025-12-26T12:15:47.043555328Z [err]  2025-12-26 12:15:46,268 - server - INFO - ✅ Comfort noise MP3 ready for immediate use
2025-12-26T12:15:47.043567072Z [err]  2025-12-26 12:15:46,268 - server - INFO - 🎵 Pre-warming mulaw comfort noise for WebSocket streaming...
2025-12-26T12:15:47.043577050Z [err]  2025-12-26 12:15:46,268 - comfort_noise - INFO - 🎵 Loading mulaw comfort noise for WebSocket mixing...
2025-12-26T12:15:47.043585365Z [err]  2025-12-26 12:15:46,387 - comfort_noise - INFO - Generated continuous comfort noise: /tmp/comfort_noise_continuous.mp3 (300s, white=-83dB, hum=-93dB)
2025-12-26T12:15:47.043595859Z [err]  2025-12-26 12:15:46,403 - server - INFO - ✅ Comfort noise MP3 ready for immediate use
2025-12-26T12:15:47.043606436Z [err]  2025-12-26 12:15:46,405 - server - INFO - 🎵 Pre-warming mulaw comfort noise for WebSocket streaming...
2025-12-26T12:15:47.043615805Z [err]  2025-12-26 12:15:46,405 - comfort_noise - INFO - 🎵 Loading mulaw comfort noise for WebSocket mixing...
2025-12-26T12:15:47.043625584Z [err]  2025-12-26 12:15:46,424 - comfort_noise - INFO - Generated continuous comfort noise: /tmp/comfort_noise_continuous.mp3 (300s, white=-83dB, hum=-93dB)
