2025-12-29T08:27:40.000000000Z [inf]  Starting Container
2025-12-29T08:27:40.467079787Z [inf]  =========================================
2025-12-29T08:27:40.467191177Z [inf]  =========================================
2025-12-29T08:27:40.467198399Z [inf]  🚀 START.SH SCRIPT IS EXECUTING
2025-12-29T08:27:40.467207653Z [inf]  =========================================
2025-12-29T08:27:40.467214521Z [inf]  📍 Working directory: /app/backend
2025-12-29T08:27:40.467223653Z [inf]  🔍 Python path: /app/backend
2025-12-29T08:27:40.467231009Z [inf]  🌐 Starting Gunicorn on 0.0.0.0:8080...
2025-12-29T08:27:41.062673990Z [err]  [2025-12-29 08:27:41 +0000] [1] [INFO] Starting gunicorn 22.0.0
2025-12-29T08:27:41.062682384Z [err]  [2025-12-29 08:27:41 +0000] [1] [INFO] Listening at: http://0.0.0.0:8080 (1)
2025-12-29T08:27:41.062690319Z [err]  [2025-12-29 08:27:41 +0000] [1] [INFO] Using worker: uvicorn.workers.UvicornWorker
2025-12-29T08:27:41.069978388Z [err]  [2025-12-29 08:27:41 +0000] [3] [INFO] Booting worker with pid: 3
2025-12-29T08:27:41.079161855Z [err]  [2025-12-29 08:27:41 +0000] [4] [INFO] Booting worker with pid: 4
2025-12-29T08:27:41.426219203Z [err]  [2025-12-29 08:27:41 +0000] [5] [INFO] Booting worker with pid: 5
2025-12-29T08:27:41.426230205Z [err]  [2025-12-29 08:27:41 +0000] [6] [INFO] Booting worker with pid: 6
2025-12-29T08:28:01.446847046Z [err]  2025-12-29 08:27:53,304 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2025-12-29T08:28:01.446850630Z [err]  2025-12-29 08:27:53,304 - server - INFO - 🔥 Pre-warming connection libraries...
2025-12-29T08:28:01.446854222Z [err]  2025-12-29 08:27:53,304 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2025-12-29T08:28:01.446857655Z [err]  2025-12-29 08:27:53,305 - server - INFO - 🔥 Pre-warming connection libraries...
2025-12-29T08:28:01.446861208Z [err]  2025-12-29 08:27:53,312 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2025-12-29T08:28:01.446864643Z [err]  2025-12-29 08:27:53,312 - server - INFO - 🔥 Pre-warming connection libraries...
2025-12-29T08:28:01.446868006Z [err]  2025-12-29 08:27:53,337 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2025-12-29T08:28:01.446871249Z [err]  2025-12-29 08:27:53,339 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2025-12-29T08:28:01.446875001Z [err]  2025-12-29 08:27:53,342 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2025-12-29T08:28:01.446879324Z [err]  2025-12-29 08:27:53,464 - server - INFO - ✅ CORS configured for origins: ['https://app.li-ai.org', 'https://li-ai.org']
