2025-12-19T09:29:49.000000000Z [inf]  Starting Container
2025-12-19T09:29:49.504917061Z [inf]  =========================================
2025-12-19T09:29:49.504926347Z [inf]  🚀 START.SH SCRIPT IS EXECUTING
2025-12-19T09:29:49.504936656Z [inf]  =========================================
2025-12-19T09:29:49.504944892Z [inf]  📍 Working directory: /app/backend
2025-12-19T09:29:49.504953545Z [inf]  🔍 Python path: /app/backend
2025-12-19T09:29:49.504963500Z [inf]  🌐 Starting Gunicorn on 0.0.0.0:8080...
2025-12-19T09:29:49.504973419Z [inf]  =========================================
2025-12-19T09:29:50.585723932Z [err]  [2025-12-19 09:29:50 +0000] [1] [INFO] Starting gunicorn 22.0.0
2025-12-19T09:29:50.585733708Z [err]  [2025-12-19 09:29:50 +0000] [1] [INFO] Listening at: http://0.0.0.0:8080 (1)
2025-12-19T09:29:50.585744197Z [err]  [2025-12-19 09:29:50 +0000] [1] [INFO] Using worker: uvicorn.workers.UvicornWorker
2025-12-19T09:29:50.588582282Z [err]  [2025-12-19 09:29:50 +0000] [3] [INFO] Booting worker with pid: 3
2025-12-19T09:29:50.648091553Z [err]  [2025-12-19 09:29:50 +0000] [4] [INFO] Booting worker with pid: 4
2025-12-19T09:29:50.673385942Z [err]  [2025-12-19 09:29:50 +0000] [5] [INFO] Booting worker with pid: 5
2025-12-19T09:29:50.725260892Z [err]  [2025-12-19 09:29:50 +0000] [6] [INFO] Booting worker with pid: 6
2025-12-19T09:30:20.416093860Z [err]  2025-12-19 09:30:10,928 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2025-12-19T09:30:20.416101923Z [err]  2025-12-19 09:30:10,928 - server - INFO - 🔥 Pre-warming connection libraries...
2025-12-19T09:30:20.416114237Z [err]  2025-12-19 09:30:10,934 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2025-12-19T09:30:20.416123989Z [err]  2025-12-19 09:30:10,934 - server - INFO - 🔥 Pre-warming connection libraries...
2025-12-19T09:30:20.416133566Z [err]  2025-12-19 09:30:10,943 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2025-12-19T09:30:20.416143222Z [err]  2025-12-19 09:30:10,943 - server - INFO - 🔥 Pre-warming connection libraries...
2025-12-19T09:30:20.416152037Z [err]  2025-12-19 09:30:10,946 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2025-12-19T09:30:20.416170385Z [err]  2025-12-19 09:30:10,946 - server - INFO - 🔥 Pre-warming connection libraries...
2025-12-19T09:30:20.416179339Z [err]  2025-12-19 09:30:10,975 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2025-12-19T09:30:20.416188421Z [err]  2025-12-19 09:30:10,976 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2025-12-19T09:30:20.416197468Z [err]  2025-12-19 09:30:11,001 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2025-12-19T09:30:20.416207256Z [err]  2025-12-19 09:30:11,033 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2025-12-19T09:30:20.416216771Z [err]  2025-12-19 09:30:11,115 - server - INFO - ✅ CORS configured for origins: ['https://app.li-ai.org', 'https://li-ai.org']
2025-12-19T09:30:20.416225711Z [err]  2025-12-19 09:30:11,117 - server - INFO - ✅ CORS configured for origins: ['https://app.li-ai.org', 'https://li-ai.org']
2025-12-19T09:30:20.417215894Z [err]  2025-12-19 09:30:11,703 - server - INFO - ✅ CRM router loaded
2025-12-19T09:30:20.417241764Z [err]  2025-12-19 09:30:11,153 - server - INFO - ✅ CORS configured for origins: ['https://app.li-ai.org', 'https://li-ai.org']
2025-12-19T09:30:20.417248114Z [err]  2025-12-19 09:30:11,163 - server - INFO - ✅ CORS configured for origins: ['https://app.li-ai.org', 'https://li-ai.org']
2025-12-19T09:30:20.417254779Z [err]  2025-12-19 09:30:11,332 - server - INFO - ✅ QC enhanced router loaded
2025-12-19T09:30:20.417262251Z [err]  2025-12-19 09:30:11,334 - server - INFO - ✅ QC enhanced router loaded
2025-12-19T09:30:20.417269393Z [err]  2025-12-19 09:30:11,494 - server - INFO - ✅ QC enhanced router loaded
2025-12-19T09:30:20.417275755Z [err]  2025-12-19 09:30:11,523 - server - INFO - ✅ QC enhanced router loaded
2025-12-19T09:30:20.417281968Z [err]  2025-12-19 09:30:11,538 - server - INFO - ✅ QC agent router loaded
2025-12-19T09:30:20.417287892Z [err]  2025-12-19 09:30:11,564 - server - INFO - ✅ QC learning router loaded
2025-12-19T09:30:20.417294438Z [err]  2025-12-19 09:30:11,565 - server - INFO - ✅ QC agent router loaded
2025-12-19T09:30:20.417306863Z [err]  2025-12-19 09:30:11,572 - server - INFO - ✅ QC agent router loaded
2025-12-19T09:30:20.417313771Z [err]  2025-12-19 09:30:11,573 - server - INFO - ✅ QC agent router loaded
2025-12-19T09:30:20.417320506Z [err]  2025-12-19 09:30:11,591 - server - INFO - ✅ QC learning router loaded
2025-12-19T09:30:20.417327234Z [err]  2025-12-19 09:30:11,591 - server - INFO - ✅ QC learning router loaded
2025-12-19T09:30:20.417334250Z [err]  2025-12-19 09:30:11,592 - server - INFO - ✅ QC learning router loaded
2025-12-19T09:30:20.417341804Z [err]  2025-12-19 09:30:11,669 - server - INFO - ✅ CRM router loaded
2025-12-19T09:30:20.417348649Z [err]  2025-12-19 09:30:11,681 - server - INFO - ✅ QC test router loaded
2025-12-19T09:30:20.417356325Z [err]  2025-12-19 09:30:11,701 - server - INFO - ✅ Agent test router loaded
2025-12-19T09:30:20.418910484Z [err]  [2025-12-19 09:30:11 +0000] [6] [INFO] Started server process [6]
2025-12-19T09:30:20.418919374Z [err]  [2025-12-19 09:30:11 +0000] [6] [INFO] Waiting for application startup.
2025-12-19T09:30:20.418926283Z [err]  2025-12-19 09:30:11,749 - server - INFO - ✅ Director Studio router loaded
2025-12-19T09:30:20.418935054Z [err]  2025-12-19 09:30:11,749 - server - INFO - ✅ QC agents orchestrator loaded
2025-12-19T09:30:20.418943171Z [err]  2025-12-19 09:30:11,706 - server - INFO - ✅ QC test router loaded
2025-12-19T09:30:20.418943990Z [err]  2025-12-19 09:30:11,756 - server - INFO - ✅ Agent test router loaded
2025-12-19T09:30:20.418956356Z [err]  2025-12-19 09:30:11,712 - server - INFO - ✅ Director Studio router loaded
2025-12-19T09:30:20.418966029Z [err]  2025-12-19 09:30:11,712 - server - INFO - ✅ QC agents orchestrator loaded
2025-12-19T09:30:20.418975477Z [err]  2025-12-19 09:30:11,720 - server - INFO - ✅ Agent test router loaded
2025-12-19T09:30:20.418984103Z [err]  2025-12-19 09:30:11,722 - server - INFO - ✅ CRM router loaded
2025-12-19T09:30:20.418992906Z [err]  2025-12-19 09:30:11,726 - server - INFO - ✅ QC test router loaded
2025-12-19T09:30:20.418999838Z [err]  2025-12-19 09:30:11,727 - server - INFO - ✅ Director Studio router loaded
2025-12-19T09:30:20.419007394Z [err]  2025-12-19 09:30:11,727 - server - INFO - ✅ QC agents orchestrator loaded
2025-12-19T09:30:20.419013468Z [err]  2025-12-19 09:30:11,727 - server - INFO - ✅ CRM router loaded
2025-12-19T09:30:20.419019234Z [err]  [2025-12-19 09:30:11 +0000] [4] [INFO] Started server process [4]
2025-12-19T09:30:20.419025065Z [err]  [2025-12-19 09:30:11 +0000] [4] [INFO] Waiting for application startup.
2025-12-19T09:30:20.419032320Z [err]  2025-12-19 09:30:11,733 - server - INFO - ✅ QC test router loaded
2025-12-19T09:30:20.419040743Z [err]  2025-12-19 09:30:11,742 - server - INFO - ✅ Agent test router loaded
2025-12-19T09:30:20.419829287Z [err]  2025-12-19 09:30:11,766 - server - INFO - ✅ Director Studio router loaded
2025-12-19T09:30:20.419838874Z [err]  2025-12-19 09:30:11,766 - server - INFO - ✅ QC agents orchestrator loaded
