2025-12-30T07:17:44.000000000Z [inf]  Starting Container
2025-12-30T07:17:44.823308649Z [inf]  =========================================
2025-12-30T07:17:44.823318009Z [inf]  🚀 START.SH SCRIPT IS EXECUTING
2025-12-30T07:17:44.823323909Z [inf]  =========================================
2025-12-30T07:17:44.823328631Z [inf]  📍 Working directory: /app/backend
2025-12-30T07:17:44.823333577Z [inf]  🔍 Python path: /app/backend
2025-12-30T07:17:44.823338902Z [inf]  🌐 Starting Gunicorn on 0.0.0.0:8080...
2025-12-30T07:17:44.823342859Z [inf]  =========================================
2025-12-30T07:17:45.366833638Z [err]  [2025-12-30 07:17:45 +0000] [1] [INFO] Starting gunicorn 22.0.0
2025-12-30T07:17:45.366837927Z [err]  [2025-12-30 07:17:45 +0000] [1] [INFO] Listening at: http://0.0.0.0:8080 (1)
2025-12-30T07:17:45.366849136Z [err]  [2025-12-30 07:17:45 +0000] [1] [INFO] Using worker: uvicorn.workers.UvicornWorker
2025-12-30T07:17:45.366854581Z [err]  [2025-12-30 07:17:45 +0000] [3] [INFO] Booting worker with pid: 3
2025-12-30T07:17:45.632724756Z [err]  [2025-12-30 07:17:45 +0000] [4] [INFO] Booting worker with pid: 4
2025-12-30T07:17:45.632816081Z [err]  [2025-12-30 07:17:45 +0000] [5] [INFO] Booting worker with pid: 5
2025-12-30T07:17:45.695044959Z [err]  [2025-12-30 07:17:45 +0000] [6] [INFO] Booting worker with pid: 6
2025-12-30T07:18:05.884787802Z [err]  ⚠️ Could not import RAG service: error returned from database: (code: 1) table collections already exists
2025-12-30T07:18:05.884802914Z [err]  2025-12-30 07:17:58,582 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2025-12-30T07:18:05.884813477Z [err]  2025-12-30 07:17:58,582 - server - INFO - 🔥 Pre-warming connection libraries...
2025-12-30T07:18:05.884821531Z [err]  2025-12-30 07:17:58,612 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2025-12-30T07:18:05.884830351Z [err]  2025-12-30 07:17:58,732 - server - INFO - ✅ CORS configured for origins: ['https://app.li-ai.org', 'https://li-ai.org']
2025-12-30T07:18:05.884843569Z [err]  2025-12-30 07:17:58,832 - server - INFO - ✅ QC enhanced router loaded
2025-12-30T07:18:05.884851461Z [err]  2025-12-30 07:17:58,870 - server - INFO - ✅ QC agent router loaded
2025-12-30T07:18:05.884859826Z [err]  2025-12-30 07:17:58,895 - server - INFO - ✅ QC learning router loaded
2025-12-30T07:18:05.884867000Z [err]  2025-12-30 07:17:58,988 - server - INFO - ✅ CRM router loaded
2025-12-30T07:18:05.884875546Z [err]  2025-12-30 07:17:59,000 - server - INFO - ✅ QC test router loaded
2025-12-30T07:18:05.884883344Z [err]  2025-12-30 07:17:59,021 - server - INFO - ✅ Agent test router loaded
2025-12-30T07:18:05.884890384Z [err]  2025-12-30 07:17:59,033 - server - INFO - ✅ Director Studio router loaded
2025-12-30T07:18:05.884898216Z [err]  2025-12-30 07:17:59,033 - server - INFO - ✅ QC agents orchestrator loaded
2025-12-30T07:18:05.884906740Z [err]  [2025-12-30 07:17:59 +0000] [3] [INFO] Started server process [3]
2025-12-30T07:18:05.884913799Z [err]  [2025-12-30 07:17:59 +0000] [3] [INFO] Waiting for application startup.
2025-12-30T07:18:05.884925203Z [err]  2025-12-30 07:17:59,057 - server - INFO - 🎵 Pre-generating comfort noise file on startup (5 minutes for seamless loops)...
2025-12-30T07:18:05.884933199Z [err]  2025-12-30 07:18:03,103 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2025-12-30T07:18:05.884941273Z [err]  2025-12-30 07:18:03,103 - server - INFO - 🔥 Pre-warming connection libraries...
2025-12-30T07:18:05.884949694Z [err]  2025-12-30 07:18:03,103 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2025-12-30T07:18:05.884957080Z [err]  2025-12-30 07:18:03,104 - server - INFO - 🔥 Pre-warming connection libraries...
2025-12-30T07:18:05.884964214Z [err]  2025-12-30 07:18:03,129 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
