2026-02-14T05:41:42.000000000Z [inf]  Starting Container
2026-02-14T05:41:44.285657561Z [err]  [2026-02-14 05:41:43 +0000] [5] [INFO] Booting worker with pid: 5
2026-02-14T05:41:44.285667371Z [err]  [2026-02-14 05:41:43 +0000] [6] [INFO] Booting worker with pid: 6
2026-02-14T05:41:44.285747841Z [err]  [2026-02-14 05:41:43 +0000] [2] [INFO] Starting gunicorn 22.0.0
2026-02-14T05:41:44.285751661Z [err]  [2026-02-14 05:41:43 +0000] [2] [INFO] Listening at: http://0.0.0.0:8001 (2)
2026-02-14T05:41:44.285755601Z [err]  [2026-02-14 05:41:43 +0000] [2] [INFO] Using worker: uvicorn.workers.UvicornWorker
2026-02-14T05:41:44.285760581Z [err]  [2026-02-14 05:41:43 +0000] [3] [INFO] Booting worker with pid: 3
2026-02-14T05:41:44.285764621Z [err]  [2026-02-14 05:41:43 +0000] [4] [INFO] Booting worker with pid: 4
2026-02-14T05:42:04.347641671Z [err]  2026-02-14 05:42:01,563 - server - INFO - 🚀 Pre-loading RAG service and KB router to avoid cold start...
2026-02-14T05:42:04.347646611Z [err]  2026-02-14 05:42:01,564 - server - INFO - ✅ RAG service pre-loaded successfully (embedding model loaded)
2026-02-14T05:42:04.347660842Z [err]  2026-02-14 05:42:01,565 - server - INFO - 🔥 Pre-warming connection libraries...
2026-02-14T05:42:04.347666111Z [err]  2026-02-14 05:42:01,568 - server - INFO - 🚀 Pre-loading RAG service and KB router to avoid cold start...
2026-02-14T05:42:04.347670651Z [err]  2026-02-14 05:42:01,568 - server - INFO - ✅ RAG service pre-loaded successfully (embedding model loaded)
2026-02-14T05:42:04.347676011Z [err]  2026-02-14 05:42:01,568 - server - INFO - 🔥 Pre-warming connection libraries...
2026-02-14T05:42:04.347680831Z [err]  2026-02-14 05:42:01,576 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2026-02-14T05:42:04.347685671Z [err]  2026-02-14 05:42:01,578 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2026-02-14T05:42:04.347689971Z [err]  2026-02-14 05:42:01,579 - server - INFO - 🚀 Pre-loading RAG service and KB router to avoid cold start...
2026-02-14T05:42:04.347695171Z [err]  2026-02-14 05:42:01,579 - server - INFO - ✅ RAG service pre-loaded successfully (embedding model loaded)
2026-02-14T05:42:04.347699542Z [err]  2026-02-14 05:42:01,579 - server - INFO - 🔥 Pre-warming connection libraries...
2026-02-14T05:42:04.347703802Z [err]  2026-02-14 05:42:01,589 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2026-02-14T05:42:04.347707842Z [err]  2026-02-14 05:42:01,638 - server - INFO - 🚀 Pre-loading RAG service and KB router to avoid cold start...
2026-02-14T05:42:04.347712211Z [err]  2026-02-14 05:42:01,638 - server - INFO - ✅ RAG service pre-loaded successfully (embedding model loaded)
2026-02-14T05:42:04.354022131Z [err]  2026-02-14 05:42:01,638 - server - INFO - 🔥 Pre-warming connection libraries...
2026-02-14T05:42:04.354032651Z [err]  2026-02-14 05:42:01,648 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2026-02-14T05:42:04.354039451Z [err]  2026-02-14 05:42:01,709 - server - INFO - ✅ CORS configured for origins: ['https://virevo.ai', 'https://passionate-flexibility-production-3a30.up.railway.app']
2026-02-14T05:42:04.354045471Z [err]  2026-02-14 05:42:01,712 - server - INFO - ✅ CORS configured for origins: ['https://virevo.ai', 'https://passionate-flexibility-production-3a30.up.railway.app']
2026-02-14T05:42:04.354051581Z [err]  2026-02-14 05:42:01,717 - server - INFO - ✅ CORS configured for origins: ['https://virevo.ai', 'https://passionate-flexibility-production-3a30.up.railway.app']
2026-02-14T05:42:04.354064051Z [err]  2026-02-14 05:42:01,790 - server - INFO - ✅ CORS configured for origins: ['https://virevo.ai', 'https://passionate-flexibility-production-3a30.up.railway.app']
2026-02-14T05:42:04.354070141Z [err]  2026-02-14 05:42:01,820 - server - INFO - ✅ QC enhanced router loaded
2026-02-14T05:42:04.354090061Z [err]  2026-02-14 05:42:01,822 - server - INFO - ✅ QC enhanced router loaded
2026-02-14T05:42:04.354096231Z [err]  2026-02-14 05:42:01,823 - server - INFO - ✅ QC enhanced router loaded
2026-02-14T05:42:04.354102371Z [err]  2026-02-14 05:42:01,850 - server - INFO - ✅ QC enhanced router loaded
2026-02-14T05:42:04.354108141Z [err]  2026-02-14 05:42:01,866 - server - INFO - ✅ QC agent router loaded
2026-02-14T05:42:04.354113661Z [err]  2026-02-14 05:42:01,870 - server - INFO - ✅ QC agent router loaded
2026-02-14T05:42:04.354119241Z [err]  2026-02-14 05:42:01,873 - server - INFO - ✅ QC agent router loaded
2026-02-14T05:42:04.354124911Z [err]  2026-02-14 05:42:01,892 - server - INFO - ✅ QC learning router loaded
2026-02-14T05:42:04.354130661Z [err]  2026-02-14 05:42:01,893 - server - INFO - ✅ QC learning router loaded
2026-02-14T05:42:04.354136581Z [err]  2026-02-14 05:42:01,895 - server - INFO - ✅ QC learning router loaded
2026-02-14T05:42:04.354142141Z [err]  2026-02-14 05:42:01,895 - server - INFO - ✅ Voice library router loaded
2026-02-14T05:42:04.354148041Z [err]  2026-02-14 05:42:01,896 - server - INFO - ✅ Voice library router loaded
2026-02-14T05:42:04.354153821Z [err]  2026-02-14 05:42:01,896 - server - INFO - ✅ QC agent router loaded
2026-02-14T05:42:04.354189881Z [err]  2026-02-14 05:42:01,898 - server - INFO - ✅ Voice library router loaded
2026-02-14T05:42:04.354196291Z [err]  2026-02-14 05:42:01,919 - server - INFO - ✅ QC learning router loaded
2026-02-14T05:42:04.354203031Z [err]  2026-02-14 05:42:01,922 - server - INFO - ✅ Voice library router loaded
2026-02-14T05:42:04.354212201Z [err]  2026-02-14 05:42:02,014 - server - INFO - ✅ CRM router loaded
2026-02-14T05:42:04.354217951Z [err]  2026-02-14 05:42:02,016 - server - INFO - ✅ CRM router loaded
2026-02-14T05:42:04.354223631Z [err]  2026-02-14 05:42:02,023 - server - INFO - ✅ CRM router loaded
2026-02-14T05:42:04.354229471Z [err]  2026-02-14 05:42:02,033 - server - INFO - ✅ QC test router loaded
2026-02-14T05:42:04.354236551Z [err]  2026-02-14 05:42:02,033 - server - INFO - ✅ QC test router loaded
2026-02-14T05:42:04.354243481Z [err]  2026-02-14 05:42:02,034 - server - INFO - ✅ QC test router loaded
2026-02-14T05:42:04.354249271Z [err]  2026-02-14 05:42:02,048 - server - INFO - ✅ CRM router loaded
2026-02-14T05:42:04.354254671Z [err]  2026-02-14 05:42:02,052 - server - INFO - ✅ QC test router loaded
2026-02-14T05:42:04.354260071Z [err]  2026-02-14 05:42:02,054 - server - INFO - ✅ Agent test router loaded
2026-02-14T05:42:04.354265951Z [err]  2026-02-14 05:42:02,054 - server - INFO - ✅ Agent test router loaded
2026-02-14T05:42:04.354271211Z [err]  2026-02-14 05:42:02,060 - server - INFO - ✅ Agent test router loaded
2026-02-14T05:42:04.354278411Z [err]  2026-02-14 05:42:02,066 - server - INFO - ✅ Director Studio router loaded
2026-02-14T05:42:04.354283971Z [err]  2026-02-14 05:42:02,066 - server - INFO - ✅ Director Studio router loaded
2026-02-14T05:42:04.354289371Z [err]  2026-02-14 05:42:02,066 - server - INFO - ✅ QC agents orchestrator loaded
2026-02-14T05:42:04.354295111Z [err]  2026-02-14 05:42:02,066 - server - INFO - ✅ QC agents orchestrator loaded
2026-02-14T05:42:04.354300681Z [err]  2026-02-14 05:42:02,067 - server - INFO - ✅ Director Studio router loaded
2026-02-14T05:42:04.354306221Z [err]  2026-02-14 05:42:02,068 - server - INFO - ✅ QC agents orchestrator loaded
2026-02-14T05:42:04.354312541Z [err]  2026-02-14 05:42:02,070 - server - INFO - ✅ Agent test router loaded
2026-02-14T05:42:04.354319781Z [err]  2026-02-14 05:42:02,077 - server - INFO - ✅ Director Studio router loaded
2026-02-14T05:42:04.354327141Z [err]  2026-02-14 05:42:02,077 - server - INFO - ✅ QC agents orchestrator loaded
