2026-01-07T00:07:23.000000000Z [inf]  Starting Container
2026-01-07T00:07:24.014456834Z [inf]  🚀 START.SH SCRIPT IS EXECUTING
2026-01-07T00:07:24.014466609Z [inf]  =========================================
2026-01-07T00:07:24.014473077Z [inf]  📍 Working directory: /app/backend
2026-01-07T00:07:24.014479138Z [inf]  🔍 Python path: /app/backend
2026-01-07T00:07:24.014485164Z [inf]  🌐 Starting Gunicorn on 0.0.0.0:8080...
2026-01-07T00:07:24.014492589Z [inf]  =========================================
2026-01-07T00:07:24.014568417Z [inf]  =========================================
2026-01-07T00:07:26.172871933Z [err]  [2026-01-07 00:07:26 +0000] [1] [INFO] Starting gunicorn 22.0.0
2026-01-07T00:07:26.174488258Z [err]  [2026-01-07 00:07:26 +0000] [1] [INFO] Listening at: http://0.0.0.0:8080 (1)
2026-01-07T00:07:26.174503793Z [err]  [2026-01-07 00:07:26 +0000] [1] [INFO] Using worker: uvicorn.workers.UvicornWorker
2026-01-07T00:07:26.181047656Z [err]  [2026-01-07 00:07:26 +0000] [3] [INFO] Booting worker with pid: 3
2026-01-07T00:07:26.262520102Z [err]  [2026-01-07 00:07:26 +0000] [4] [INFO] Booting worker with pid: 4
2026-01-07T00:07:26.411631883Z [err]  [2026-01-07 00:07:26 +0000] [5] [INFO] Booting worker with pid: 5
2026-01-07T00:07:26.411705305Z [err]  [2026-01-07 00:07:26 +0000] [6] [INFO] Booting worker with pid: 6
2026-01-07T00:07:46.398423814Z [err]  2026-01-07 00:07:40,208 - server - INFO - 🔥 Pre-warming connection libraries...
2026-01-07T00:07:46.398436227Z [err]  2026-01-07 00:07:39,974 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2026-01-07T00:07:46.398441143Z [err]  2026-01-07 00:07:39,975 - server - INFO - 🔥 Pre-warming connection libraries...
2026-01-07T00:07:46.398446921Z [err]  2026-01-07 00:07:39,981 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2026-01-07T00:07:46.398451112Z [err]  2026-01-07 00:07:39,982 - server - INFO - 🔥 Pre-warming connection libraries...
2026-01-07T00:07:46.398454842Z [err]  2026-01-07 00:07:40,001 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2026-01-07T00:07:46.398458891Z [err]  2026-01-07 00:07:40,005 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2026-01-07T00:07:46.398463244Z [err]  2026-01-07 00:07:40,115 - server - INFO - ✅ CORS configured for origins: ['https://app.li-ai.org', 'https://li-ai.org']
2026-01-07T00:07:46.398468085Z [err]  2026-01-07 00:07:40,123 - server - INFO - ✅ CORS configured for origins: ['https://app.li-ai.org', 'https://li-ai.org']
2026-01-07T00:07:46.398472126Z [err]  2026-01-07 00:07:40,162 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2026-01-07T00:07:46.398477104Z [err]  2026-01-07 00:07:40,162 - server - INFO - 🔥 Pre-warming connection libraries...
2026-01-07T00:07:46.398480778Z [err]  2026-01-07 00:07:40,186 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2026-01-07T00:07:46.398485990Z [err]  2026-01-07 00:07:40,208 - server - INFO - ✅ QC enhanced router loaded
2026-01-07T00:07:46.398490570Z [err]  2026-01-07 00:07:40,208 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2026-01-07T00:07:46.399720083Z [err]  2026-01-07 00:07:40,212 - server - INFO - ✅ QC enhanced router loaded
2026-01-07T00:07:46.399721873Z [err]  2026-01-07 00:07:40,375 - server - INFO - ✅ QC agent router loaded
2026-01-07T00:07:46.399726657Z [err]  2026-01-07 00:07:40,232 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2026-01-07T00:07:46.399731248Z [err]  2026-01-07 00:07:40,379 - server - INFO - ✅ QC enhanced router loaded
2026-01-07T00:07:46.399733673Z [err]  2026-01-07 00:07:40,250 - server - INFO - ✅ QC agent router loaded
2026-01-07T00:07:46.399738758Z [err]  2026-01-07 00:07:40,381 - server - INFO - ✅ QC test router loaded
2026-01-07T00:07:46.399740369Z [err]  2026-01-07 00:07:40,250 - server - INFO - ✅ QC agent router loaded
2026-01-07T00:07:46.399745926Z [err]  2026-01-07 00:07:40,271 - server - INFO - ✅ QC learning router loaded
2026-01-07T00:07:46.399749656Z [err]  2026-01-07 00:07:40,382 - server - INFO - ✅ QC test router loaded
2026-01-07T00:07:46.399751330Z [err]  2026-01-07 00:07:40,271 - server - INFO - ✅ QC learning router loaded
2026-01-07T00:07:46.399756465Z [err]  2026-01-07 00:07:40,292 - server - INFO - ✅ CORS configured for origins: ['https://app.li-ai.org', 'https://li-ai.org']
2026-01-07T00:07:46.399759195Z [err]  2026-01-07 00:07:40,392 - server - INFO - ✅ QC learning router loaded
2026-01-07T00:07:46.399761890Z [err]  2026-01-07 00:07:40,331 - server - INFO - ✅ CORS configured for origins: ['https://app.li-ai.org', 'https://li-ai.org']
2026-01-07T00:07:46.399767190Z [err]  2026-01-07 00:07:40,339 - server - INFO - ✅ QC enhanced router loaded
2026-01-07T00:07:46.399768743Z [err]  2026-01-07 00:07:40,398 - server - INFO - ✅ Agent test router loaded
2026-01-07T00:07:46.399773231Z [err]  2026-01-07 00:07:40,368 - server - INFO - ✅ CRM router loaded
2026-01-07T00:07:46.399781053Z [err]  2026-01-07 00:07:40,372 - server - INFO - ✅ CRM router loaded
2026-01-07T00:07:46.401448697Z [err]  2026-01-07 00:07:40,404 - server - INFO - ✅ Agent test router loaded
2026-01-07T00:07:46.401455182Z [err]  2026-01-07 00:07:40,437 - server - INFO - 🎵 Pre-generating comfort noise file on startup (5 minutes for seamless loops)...
2026-01-07T00:07:46.401462162Z [err]  2026-01-07 00:07:40,408 - server - INFO - ✅ Director Studio router loaded
2026-01-07T00:07:46.401466290Z [err]  2026-01-07 00:07:40,487 - server - INFO - ✅ CRM router loaded
2026-01-07T00:07:46.401473829Z [err]  2026-01-07 00:07:40,409 - server - INFO - ✅ QC agents orchestrator loaded
2026-01-07T00:07:46.401475330Z [err]  2026-01-07 00:07:40,491 - server - INFO - ✅ QC test router loaded
2026-01-07T00:07:46.401483885Z [err]  2026-01-07 00:07:40,502 - server - INFO - ✅ Agent test router loaded
2026-01-07T00:07:46.401485597Z [err]  2026-01-07 00:07:40,410 - server - INFO - ✅ Director Studio router loaded
2026-01-07T00:07:46.401491547Z [err]  2026-01-07 00:07:40,508 - server - INFO - ✅ Director Studio router loaded
2026-01-07T00:07:46.401497158Z [err]  2026-01-07 00:07:40,410 - server - INFO - ✅ QC agents orchestrator loaded
2026-01-07T00:07:46.401507383Z [err]  2026-01-07 00:07:40,414 - server - INFO - ✅ QC agent router loaded
2026-01-07T00:07:46.401516500Z [err]  [2026-01-07 00:07:40 +0000] [3] [INFO] Started server process [3]
2026-01-07T00:07:46.401525874Z [err]  [2026-01-07 00:07:40 +0000] [3] [INFO] Waiting for application startup.
2026-01-07T00:07:46.401535165Z [err]  [2026-01-07 00:07:40 +0000] [5] [INFO] Started server process [5]
2026-01-07T00:07:46.401544690Z [err]  [2026-01-07 00:07:40 +0000] [5] [INFO] Waiting for application startup.
2026-01-07T00:07:46.401552615Z [err]  2026-01-07 00:07:40,432 - server - INFO - ✅ QC learning router loaded
2026-01-07T00:07:46.401559730Z [err]  2026-01-07 00:07:40,437 - server - INFO - 🎵 Pre-generating comfort noise file on startup (5 minutes for seamless loops)...
2026-01-07T00:07:46.403033414Z [err]  2026-01-07 00:07:40,545 - server - INFO - ✅ Agent test router loaded
2026-01-07T00:07:46.403042838Z [err]  2026-01-07 00:07:40,552 - server - INFO - ✅ Director Studio router loaded
2026-01-07T00:07:46.403050055Z [err]  2026-01-07 00:07:40,552 - server - INFO - ✅ QC agents orchestrator loaded
2026-01-07T00:07:46.403056500Z [err]  [2026-01-07 00:07:40 +0000] [4] [INFO] Started server process [4]
2026-01-07T00:07:46.403057020Z [err]  2026-01-07 00:07:40,508 - server - INFO - ✅ QC agents orchestrator loaded
2026-01-07T00:07:46.403061705Z [err]  [2026-01-07 00:07:40 +0000] [4] [INFO] Waiting for application startup.
2026-01-07T00:07:46.403067215Z [err]  [2026-01-07 00:07:40 +0000] [6] [INFO] Started server process [6]
2026-01-07T00:07:46.403067217Z [err]  2026-01-07 00:07:40,571 - server - INFO - 🎵 Pre-generating comfort noise file on startup (5 minutes for seamless loops)...
2026-01-07T00:07:46.403075207Z [err]  [2026-01-07 00:07:40 +0000] [6] [INFO] Waiting for application startup.
2026-01-07T00:07:46.403082559Z [err]  2026-01-07 00:07:40,528 - server - INFO - 🎵 Pre-generating comfort noise file on startup (5 minutes for seamless loops)...
2026-01-07T00:07:46.403090057Z [err]  2026-01-07 00:07:40,530 - server - INFO - ✅ CRM router loaded
2026-01-07T00:07:46.403097302Z [err]  2026-01-07 00:07:40,534 - server - INFO - ✅ QC test router loaded
2026-01-07T00:07:48.458667557Z [err]  2026-01-07 00:07:48,456 - comfort_noise - INFO - Generated continuous comfort noise: /tmp/comfort_noise_continuous.mp3 (300s, white=-83dB, hum=-93dB)
2026-01-07T00:07:48.458677259Z [err]  2026-01-07 00:07:48,456 - comfort_noise - INFO - Generated continuous comfort noise: /tmp/comfort_noise_continuous.mp3 (300s, white=-83dB, hum=-93dB)
2026-01-07T00:07:48.458685633Z [err]  2026-01-07 00:07:48,456 - server - INFO - ✅ Comfort noise MP3 ready for immediate use
2026-01-07T00:07:48.458692670Z [err]  2026-01-07 00:07:48,456 - server - INFO - 🎵 Pre-warming mulaw comfort noise for WebSocket streaming...
2026-01-07T00:07:48.458699747Z [err]  2026-01-07 00:07:48,456 - comfort_noise - INFO - 🎵 Loading mulaw comfort noise for WebSocket mixing...
2026-01-07T00:07:48.458706947Z [err]  2026-01-07 00:07:48,456 - comfort_noise - INFO - Generated continuous comfort noise: /tmp/comfort_noise_continuous.mp3 (300s, white=-83dB, hum=-93dB)
2026-01-07T00:07:48.468328230Z [err]  2026-01-07 00:07:48,460 - server - INFO - ✅ Comfort noise MP3 ready for immediate use
