2025-12-29T22:14:27.000000000Z [inf]  Starting Container
2025-12-29T22:14:27.716718826Z [inf]  =========================================
2025-12-29T22:14:27.716719816Z [inf]  =========================================
2025-12-29T22:14:27.716723571Z [inf]  📍 Working directory: /app/backend
2025-12-29T22:14:27.716729087Z [inf]  🚀 START.SH SCRIPT IS EXECUTING
2025-12-29T22:14:27.716733789Z [inf]  🔍 Python path: /app/backend
2025-12-29T22:14:27.716735348Z [inf]  =========================================
2025-12-29T22:14:27.716741763Z [inf]  🌐 Starting Gunicorn on 0.0.0.0:8080...
2025-12-29T22:14:27.925946026Z [err]  [2025-12-29 22:14:27 +0000] [1] [INFO] Starting gunicorn 22.0.0
2025-12-29T22:14:27.925951799Z [err]  [2025-12-29 22:14:27 +0000] [1] [INFO] Listening at: http://0.0.0.0:8080 (1)
2025-12-29T22:14:27.925957768Z [err]  [2025-12-29 22:14:27 +0000] [1] [INFO] Using worker: uvicorn.workers.UvicornWorker
2025-12-29T22:14:27.933425741Z [err]  [2025-12-29 22:14:27 +0000] [3] [INFO] Booting worker with pid: 3
2025-12-29T22:14:28.019483700Z [err]  [2025-12-29 22:14:28 +0000] [4] [INFO] Booting worker with pid: 4
2025-12-29T22:14:28.057598891Z [err]  [2025-12-29 22:14:28 +0000] [5] [INFO] Booting worker with pid: 5
2025-12-29T22:14:28.114539927Z [err]  [2025-12-29 22:14:28 +0000] [6] [INFO] Booting worker with pid: 6
2025-12-29T22:14:48.114594045Z [err]  2025-12-29 22:14:42,484 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2025-12-29T22:14:48.114603832Z [err]  2025-12-29 22:14:42,484 - server - INFO - 🔥 Pre-warming connection libraries...
2025-12-29T22:14:48.114610393Z [err]  2025-12-29 22:14:42,484 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2025-12-29T22:14:48.114616578Z [err]  2025-12-29 22:14:42,485 - server - INFO - 🔥 Pre-warming connection libraries...
2025-12-29T22:14:48.114623160Z [err]  2025-12-29 22:14:42,487 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2025-12-29T22:14:48.114629930Z [err]  2025-12-29 22:14:42,487 - server - INFO - 🔥 Pre-warming connection libraries...
