2025-12-20T14:34:05.000000000Z [inf]  Starting Container
2025-12-20T14:34:06.204308045Z [inf]  =========================================
2025-12-20T14:34:06.204312534Z [inf]  🚀 START.SH SCRIPT IS EXECUTING
2025-12-20T14:34:06.204319368Z [inf]  =========================================
2025-12-20T14:34:06.204323774Z [inf]  📍 Working directory: /app/backend
2025-12-20T14:34:06.204327728Z [inf]  🔍 Python path: /app/backend
2025-12-20T14:34:06.204332104Z [inf]  🌐 Starting Gunicorn on 0.0.0.0:8080...
2025-12-20T14:34:06.204336180Z [inf]  =========================================
2025-12-20T14:34:06.995280048Z [err]  [2025-12-20 14:34:06 +0000] [1] [INFO] Starting gunicorn 22.0.0
2025-12-20T14:34:06.995283615Z [err]  [2025-12-20 14:34:06 +0000] [1] [INFO] Listening at: http://0.0.0.0:8080 (1)
2025-12-20T14:34:06.995287417Z [err]  [2025-12-20 14:34:06 +0000] [1] [INFO] Using worker: uvicorn.workers.UvicornWorker
2025-12-20T14:34:06.998220299Z [err]  [2025-12-20 14:34:06 +0000] [3] [INFO] Booting worker with pid: 3
2025-12-20T14:34:07.242017989Z [err]  [2025-12-20 14:34:07 +0000] [4] [INFO] Booting worker with pid: 4
2025-12-20T14:34:07.242151144Z [err]  [2025-12-20 14:34:07 +0000] [5] [INFO] Booting worker with pid: 5
2025-12-20T14:34:07.242156677Z [err]  [2025-12-20 14:34:07 +0000] [6] [INFO] Booting worker with pid: 6
2025-12-20T14:34:27.554436364Z [err]  2025-12-20 14:34:23,999 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2025-12-20T14:34:27.554448481Z [err]  2025-12-20 14:34:24,000 - server - INFO - 🔥 Pre-warming connection libraries...
2025-12-20T14:34:27.554456614Z [err]  2025-12-20 14:34:24,026 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2025-12-20T14:34:27.554465494Z [err]  2025-12-20 14:34:24,131 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2025-12-20T14:34:27.554473263Z [err]  2025-12-20 14:34:24,131 - server - INFO - 🔥 Pre-warming connection libraries...
2025-12-20T14:34:27.554481358Z [err]  2025-12-20 14:34:24,145 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2025-12-20T14:34:27.554489394Z [err]  2025-12-20 14:34:24,145 - server - INFO - 🔥 Pre-warming connection libraries...
2025-12-20T14:34:27.554496963Z [err]  2025-12-20 14:34:24,152 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2025-12-20T14:34:27.554504129Z [err]  2025-12-20 14:34:24,168 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2025-12-20T14:34:27.554511884Z [err]  2025-12-20 14:34:24,207 - server - INFO - ✅ CORS configured for origins: ['https://app.li-ai.org', 'https://li-ai.org']
2025-12-20T14:34:27.554519427Z [err]  2025-12-20 14:34:24,241 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2025-12-20T14:34:27.554527198Z [err]  2025-12-20 14:34:24,241 - server - INFO - 🔥 Pre-warming connection libraries...
2025-12-20T14:34:27.554534761Z [err]  2025-12-20 14:34:24,262 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2025-12-20T14:34:27.554542764Z [err]  2025-12-20 14:34:24,341 - server - INFO - ✅ CORS configured for origins: ['https://app.li-ai.org', 'https://li-ai.org']
2025-12-20T14:34:27.554550274Z [err]  2025-12-20 14:34:24,344 - server - INFO - ✅ CORS configured for origins: ['https://app.li-ai.org', 'https://li-ai.org']
2025-12-20T14:34:27.554558384Z [err]  2025-12-20 14:34:24,361 - server - INFO - ✅ CORS configured for origins: ['https://app.li-ai.org', 'https://li-ai.org']
2025-12-20T14:34:27.554566251Z [err]  2025-12-20 14:34:24,370 - server - INFO - ✅ QC enhanced router loaded
2025-12-20T14:34:27.554574271Z [err]  2025-12-20 14:34:24,386 - server - INFO - ✅ QC enhanced router loaded
2025-12-20T14:34:27.554581753Z [err]  2025-12-20 14:34:24,392 - server - INFO - ✅ QC enhanced router loaded
2025-12-20T14:34:27.554590867Z [err]  2025-12-20 14:34:24,411 - server - INFO - ✅ QC enhanced router loaded
2025-12-20T14:34:27.554599329Z [err]  2025-12-20 14:34:24,411 - server - INFO - ✅ QC agent router loaded
2025-12-20T14:34:27.554607042Z [err]  2025-12-20 14:34:24,418 - server - INFO - ✅ QC agent router loaded
2025-12-20T14:34:27.554615244Z [err]  2025-12-20 14:34:24,425 - server - INFO - ✅ QC agent router loaded
2025-12-20T14:34:27.554621961Z [err]  2025-12-20 14:34:24,432 - server - INFO - ✅ QC learning router loaded
2025-12-20T14:34:27.554628784Z [err]  2025-12-20 14:34:24,434 - server - INFO - ✅ QC learning router loaded
2025-12-20T14:34:27.554636407Z [err]  2025-12-20 14:34:24,447 - server - INFO - ✅ QC learning router loaded
2025-12-20T14:34:27.554644027Z [err]  2025-12-20 14:34:24,447 - server - INFO - ✅ QC agent router loaded
2025-12-20T14:34:27.554650422Z [err]  2025-12-20 14:34:24,464 - server - INFO - ✅ QC learning router loaded
2025-12-20T14:34:27.554657148Z [err]  2025-12-20 14:34:24,531 - server - INFO - ✅ CRM router loaded
