2025-12-19T00:43:03.000000000Z [inf]  Starting Container
2025-12-19T00:43:03.939182603Z [inf]  🌐 Starting Gunicorn on 0.0.0.0:8080...
2025-12-19T00:43:03.939196430Z [inf]  =========================================
2025-12-19T00:43:03.939267766Z [inf]  =========================================
2025-12-19T00:43:03.939275074Z [inf]  🚀 START.SH SCRIPT IS EXECUTING
2025-12-19T00:43:03.939284043Z [inf]  =========================================
2025-12-19T00:43:03.939291048Z [inf]  📍 Working directory: /app/backend
2025-12-19T00:43:03.939299549Z [inf]  🔍 Python path: /app/backend
2025-12-19T00:43:06.323749007Z [err]  [2025-12-19 00:43:06 +0000] [1] [INFO] Starting gunicorn 22.0.0
2025-12-19T00:43:06.323759315Z [err]  [2025-12-19 00:43:06 +0000] [1] [INFO] Listening at: http://0.0.0.0:8080 (1)
2025-12-19T00:43:06.323764733Z [err]  [2025-12-19 00:43:06 +0000] [1] [INFO] Using worker: uvicorn.workers.UvicornWorker
2025-12-19T00:43:06.330088732Z [err]  [2025-12-19 00:43:06 +0000] [3] [INFO] Booting worker with pid: 3
2025-12-19T00:43:06.381419471Z [err]  [2025-12-19 00:43:06 +0000] [4] [INFO] Booting worker with pid: 4
2025-12-19T00:43:06.381435098Z [err]  [2025-12-19 00:43:06 +0000] [5] [INFO] Booting worker with pid: 5
2025-12-19T00:43:06.431944711Z [err]  [2025-12-19 00:43:06 +0000] [6] [INFO] Booting worker with pid: 6
2025-12-19T00:43:15.291044319Z [err]  ⚠️ Could not import RAG service: error returned from database: (code: 1) table collections already exists
2025-12-19T00:43:15.291049717Z [err]  ⚠️ Could not import RAG service: error returned from database: (code: 1) table collections already exists
2025-12-19T00:43:15.515909014Z [err]  2025-12-19 00:43:15,468 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2025-12-19T00:43:15.515915727Z [err]  2025-12-19 00:43:15,469 - server - INFO - 🔥 Pre-warming connection libraries...
2025-12-19T00:43:15.515921292Z [err]  2025-12-19 00:43:15,469 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2025-12-19T00:43:15.515926874Z [err]  2025-12-19 00:43:15,469 - server - INFO - 🔥 Pre-warming connection libraries...
2025-12-19T00:43:15.515932033Z [err]  2025-12-19 00:43:15,498 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2025-12-19T00:43:15.515937933Z [err]  2025-12-19 00:43:15,501 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2025-12-19T00:43:15.627612961Z [err]  2025-12-19 00:43:15,625 - server - INFO - ✅ CORS configured for origins: ['https://app.li-ai.org', 'https://li-ai.org']
2025-12-19T00:43:15.634389887Z [err]  2025-12-19 00:43:15,632 - server - INFO - ✅ CORS configured for origins: ['https://app.li-ai.org', 'https://li-ai.org']
2025-12-19T00:43:15.738758104Z [err]  2025-12-19 00:43:15,733 - server - INFO - ✅ QC enhanced router loaded
2025-12-19T00:43:15.738767336Z [err]  2025-12-19 00:43:15,735 - server - INFO - ✅ QC enhanced router loaded
2025-12-19T00:43:16.266599520Z [err]  [2025-12-19 00:43:16 +0000] [4] [INFO] Waiting for application startup.
2025-12-19T00:43:16.266629042Z [err]  2025-12-19 00:43:15,989 - server - INFO - ✅ QC agents orchestrator loaded
2025-12-19T00:43:16.266643985Z [err]  [2025-12-19 00:43:16 +0000] [5] [INFO] Started server process [5]
2025-12-19T00:43:16.266646065Z [err]  2025-12-19 00:43:15,976 - server - INFO - ✅ Agent test router loaded
2025-12-19T00:43:16.266651290Z [err]  2025-12-19 00:43:15,805 - server - INFO - ✅ QC learning router loaded
2025-12-19T00:43:16.266657555Z [err]  [2025-12-19 00:43:16 +0000] [5] [INFO] Waiting for application startup.
2025-12-19T00:43:16.266666610Z [err]  2025-12-19 00:43:15,780 - server - INFO - ✅ QC agent router loaded
2025-12-19T00:43:16.266667572Z [err]  2025-12-19 00:43:15,807 - server - INFO - ✅ QC learning router loaded
2025-12-19T00:43:16.266672013Z [err]  2025-12-19 00:43:15,988 - server - INFO - ✅ Director Studio router loaded
2025-12-19T00:43:16.266673750Z [err]  [2025-12-19 00:43:16 +0000] [4] [INFO] Started server process [4]
2025-12-19T00:43:16.266682033Z [err]  2025-12-19 00:43:15,782 - server - INFO - ✅ QC agent router loaded
2025-12-19T00:43:16.266686845Z [err]  2025-12-19 00:43:15,937 - server - INFO - ✅ CRM router loaded
2025-12-19T00:43:16.266695979Z [err]  2025-12-19 00:43:15,988 - server - INFO - ✅ QC agents orchestrator loaded
2025-12-19T00:43:16.266709353Z [err]  2025-12-19 00:43:15,989 - server - INFO - ✅ Director Studio router loaded
2025-12-19T00:43:16.266713919Z [err]  2025-12-19 00:43:15,938 - server - INFO - ✅ CRM router loaded
2025-12-19T00:43:16.266720821Z [err]  2025-12-19 00:43:15,953 - server - INFO - ✅ QC test router loaded
2025-12-19T00:43:16.266727759Z [err]  2025-12-19 00:43:15,953 - server - INFO - ✅ QC test router loaded
2025-12-19T00:43:16.266735006Z [err]  2025-12-19 00:43:15,975 - server - INFO - ✅ Agent test router loaded
2025-12-19T00:43:16.269894524Z [err]  2025-12-19 00:43:16,021 - server - INFO - 🎵 Pre-generating comfort noise file on startup (5 minutes for seamless loops)...
2025-12-19T00:43:16.269905613Z [err]  2025-12-19 00:43:16,021 - server - INFO - 🎵 Pre-generating comfort noise file on startup (5 minutes for seamless loops)...
2025-12-19T00:43:20.251456097Z [err]  2025-12-19 00:43:20,188 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2025-12-19T00:43:20.251471263Z [err]  2025-12-19 00:43:20,188 - server - INFO - 🔥 Pre-warming connection libraries...
2025-12-19T00:43:20.251472903Z [err]  2025-12-19 00:43:20,090 - server - INFO - ℹ️  RAG service disabled (set ENABLE_RAG=true to enable semantic search)
2025-12-19T00:43:20.251480216Z [err]  2025-12-19 00:43:20,215 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2025-12-19T00:43:20.251483070Z [err]  2025-12-19 00:43:20,090 - server - INFO - 🔥 Pre-warming connection libraries...
2025-12-19T00:43:20.251493860Z [err]  2025-12-19 00:43:20,121 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2025-12-19T00:43:20.261658735Z [err]  2025-12-19 00:43:20,260 - server - INFO - ✅ CORS configured for origins: ['https://app.li-ai.org', 'https://li-ai.org']
2025-12-19T00:43:20.343101028Z [err]  2025-12-19 00:43:20,319 - server - INFO - ✅ QC enhanced router loaded
2025-12-19T00:43:20.357702795Z [err]  2025-12-19 00:43:20,351 - server - INFO - ✅ CORS configured for origins: ['https://app.li-ai.org', 'https://li-ai.org']
2025-12-19T00:43:20.374180755Z [err]  2025-12-19 00:43:20,370 - server - INFO - ✅ QC agent router loaded
2025-12-19T00:43:20.402343847Z [err]  2025-12-19 00:43:20,399 - server - INFO - ✅ QC learning router loaded
2025-12-19T00:43:20.427956787Z [err]  2025-12-19 00:43:20,422 - server - INFO - ✅ QC enhanced router loaded
2025-12-19T00:43:20.469769510Z [err]  2025-12-19 00:43:20,465 - server - INFO - ✅ QC agent router loaded
2025-12-19T00:43:20.489688628Z [err]  2025-12-19 00:43:20,488 - server - INFO - ✅ QC learning router loaded
2025-12-19T00:43:20.598773097Z [err]  2025-12-19 00:43:20,595 - server - INFO - ✅ CRM router loaded
2025-12-19T00:43:20.606607794Z [err]  2025-12-19 00:43:20,600 - server - INFO - ✅ QC test router loaded
