2025-12-19T15:51:01.000000000Z [inf]  Starting Container
2025-12-19T15:51:02.417505262Z [inf]  🌐 Starting Gunicorn on 0.0.0.0:8080...
2025-12-19T15:51:02.417517038Z [inf]  =========================================
2025-12-19T15:51:02.417525334Z [err]  [2025-12-19 15:51:02 +0000] [1] [INFO] Starting gunicorn 22.0.0
2025-12-19T15:51:02.417532383Z [err]  [2025-12-19 15:51:02 +0000] [1] [INFO] Listening at: http://0.0.0.0:8080 (1)
2025-12-19T15:51:02.417533837Z [inf]  🚀 START.SH SCRIPT IS EXECUTING
2025-12-19T15:51:02.417539366Z [err]  [2025-12-19 15:51:02 +0000] [1] [INFO] Using worker: uvicorn.workers.UvicornWorker
2025-12-19T15:51:02.417545842Z [inf]  =========================================
2025-12-19T15:51:02.417547158Z [inf]  =========================================
2025-12-19T15:51:02.417547214Z [err]  [2025-12-19 15:51:02 +0000] [3] [INFO] Booting worker with pid: 3
2025-12-19T15:51:02.417555537Z [inf]  📍 Working directory: /app/backend
2025-12-19T15:51:02.417563844Z [inf]  🔍 Python path: /app/backend
2025-12-19T15:51:02.497481985Z [err]  [2025-12-19 15:51:02 +0000] [4] [INFO] Booting worker with pid: 4
2025-12-19T15:51:02.507676646Z [err]  [2025-12-19 15:51:02 +0000] [5] [INFO] Booting worker with pid: 5
2025-12-19T15:51:02.526474703Z [err]  [2025-12-19 15:51:02 +0000] [6] [INFO] Booting worker with pid: 6
2025-12-19T15:51:22.526641604Z [err]  2025-12-19 15:51:16,526 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2025-12-19T15:51:22.526643728Z [err]  2025-12-19 15:51:16,583 - server - INFO - 🔥 Pre-warming connection libraries...
2025-12-19T15:51:22.526664168Z [err]  2025-12-19 15:51:16,532 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
2025-12-19T15:51:22.526669258Z [err]  2025-12-19 15:51:16,607 - server - INFO - ✅ Connection libraries pre-warmed (websockets, httpx, ElevenLabs, Soniox)
